word,count,frequency
kid,9,0.0007958263330091078
instead,9,0.0007958263330091078
basically,9,0.0007958263330091078
interesting,9,0.0007958263330091078
might,9,0.0007958263330091078
term,9,0.0007958263330091078
place,9,0.0007958263330091078
today,9,0.0007958263330091078
due,9,0.0007958263330091078
without,9,0.0007958263330091078
1,9,0.0007958263330091078
easy,9,0.0007958263330091078
reading,9,0.0007958263330091078
bunch,9,0.0007958263330091078
die,9,0.0007958263330091078
happen,9,0.0007958263330091078
birth,9,0.0007958263330091078
almost,9,0.0007958263330091078
went,9,0.0007958263330091078
case,9,0.0007958263330091078
using,9,0.0007958263330091078
create,9,0.0007958263330091078
melting,9,0.0007958263330091078
talking,9,0.0007958263330091078
african,9,0.0007958263330091078
single,9,0.0007958263330091078
seems,9,0.0007958263330091078
car,9,0.0007958263330091078
done,9,0.0007958263330091078
effect,9,0.0007958263330091078
feel,9,0.0007958263330091078
current,9,0.0007958263330091078
preoccupied,9,0.0007958263330091078
step,9,0.0007958263330091078
itll,8,0.0007074011848969847
stuff,8,0.0007074011848969847
wild,8,0.0007074011848969847
mind,8,0.0007074011848969847
turn,8,0.0007074011848969847
wouldnt,8,0.0007074011848969847
cause,8,0.0007074011848969847
interglacial,8,0.0007074011848969847
thousand,8,0.0007074011848969847
literally,8,0.0007074011848969847
true,8,0.0007074011848969847
currently,8,0.0007074011848969847
apparently,8,0.0007074011848969847
oh,8,0.0007074011848969847
sorry,8,0.0007074011848969847
gonna,8,0.0007074011848969847
gone,8,0.0007074011848969847
likely,8,0.0007074011848969847
dolly,8,0.0007074011848969847
hearing,8,0.0007074011848969847
coming,8,0.0007074011848969847
weve,8,0.0007074011848969847
le,8,0.0007074011848969847
siberia,8,0.0007074011848969847
wonder,8,0.0007074011848969847
worry,8,0.0007074011848969847
whole,8,0.0007074011848969847
somehow,8,0.0007074011848969847
funding,8,0.0007074011848969847
breeding,8,0.0007074011848969847
successful,8,0.0007074011848969847
lol,8,0.0007074011848969847
goal,8,0.0007074011848969847
area,8,0.0007074011848969847
crispr,8,0.0007074011848969847
existing,8,0.0007074011848969847
exactly,8,0.0007074011848969847
important,8,0.0007074011848969847
question,8,0.0007074011848969847
grassland,8,0.0007074011848969847
bird,8,0.0007074011848969847
20,7,0.0006189760367848616
burn,7,0.0006189760367848616
guess,7,0.0006189760367848616
saw,7,0.0006189760367848616
extremely,7,0.0006189760367848616
15,7,0.0006189760367848616
born,7,0.0006189760367848616
old,7,0.0006189760367848616
rest,7,0.0006189760367848616
history,7,0.0006189760367848616
food,7,0.0006189760367848616
caused,7,0.0006189760367848616
warmer,7,0.0006189760367848616
lived,7,0.0006189760367848616
called,7,0.0006189760367848616
group,7,0.0006189760367848616
hunting,7,0.0006189760367848616
may,7,0.0006189760367848616
edit,7,0.0006189760367848616
30,7,0.0006189760367848616
super,7,0.0006189760367848616
possible,7,0.0006189760367848616
soon,7,0.0006189760367848616
whats,7,0.0006189760367848616
em,7,0.0006189760367848616
taking,7,0.0006189760367848616
close,7,0.0006189760367848616
sample,7,0.0006189760367848616
technology,7,0.0006189760367848616
least,7,0.0006189760367848616
breed,7,0.0006189760367848616
left,7,0.0006189760367848616
hybrid,7,0.0006189760367848616
never,7,0.0006189760367848616
hot,7,0.0006189760367848616
given,7,0.0006189760367848616
exist,7,0.0006189760367848616
attempt,7,0.0006189760367848616
viable,7,0.0006189760367848616
female,7,0.0006189760367848616
fusion,7,0.0006189760367848616
kind,7,0.0006189760367848616
host,7,0.0006189760367848616
mandela,7,0.0006189760367848616
try,7,0.0006189760367848616
havent,7,0.0006189760367848616
ignorance,7,0.0006189760367848616
patent,7,0.0006189760367848616
virus,7,0.0006189760367848616
honestly,6,0.0005305508886727386
individual,6,0.0005305508886727386
basic,6,0.0005305508886727386
theory,6,0.0005305508886727386
modern,6,0.0005305508886727386
amount,6,0.0005305508886727386
ancient,6,0.0005305508886727386
related,6,0.0005305508886727386
large,6,0.0005305508886727386
here,6,0.0005305508886727386
gas,6,0.0005305508886727386
hundred,6,0.0005305508886727386
certain,6,0.0005305508886727386
temperature,6,0.0005305508886727386
within,6,0.0005305508886727386
fairly,6,0.0005305508886727386
event,6,0.0005305508886727386
hunted,6,0.0005305508886727386
understand,6,0.0005305508886727386
water,6,0.0005305508886727386
always,6,0.0005305508886727386
ten,6,0.0005305508886727386
hunt,6,0.0005305508886727386
either,6,0.0005305508886727386
taste,6,0.0005305508886727386
market,6,0.0005305508886727386
future,6,0.0005305508886727386
black,6,0.0005305508886727386
sumatran,6,0.0005305508886727386
tasmanian,6,0.0005305508886727386
though,6,0.0005305508886727386
learned,6,0.0005305508886727386
quite,6,0.0005305508886727386
watched,6,0.0005305508886727386
simply,6,0.0005305508886727386
cold,6,0.0005305508886727386
far,6,0.0005305508886727386
comment,6,0.0005305508886727386
burger,6,0.0005305508886727386
existence,6,0.0005305508886727386
uh,6,0.0005305508886727386
couldnt,6,0.0005305508886727386
love,6,0.0005305508886727386
break,6,0.0005305508886727386
wanna,6,0.0005305508886727386
experiment,6,0.0005305508886727386
little,6,0.0005305508886727386
form,6,0.0005305508886727386
exists,6,0.0005305508886727386
reincarnation,6,0.0005305508886727386
cancer,6,0.0005305508886727386
headline,6,0.0005305508886727386
flying,6,0.0005305508886727386
mar,6,0.0005305508886727386
megafauna,6,0.0005305508886727386
else,6,0.0005305508886727386
creating,6,0.0005305508886727386
church,6,0.0005305508886727386
project,6,0.0005305508886727386
definitely,6,0.0005305508886727386
american,6,0.0005305508886727386
dead,6,0.0005305508886727386
deal,6,0.0005305508886727386
beyond,6,0.0005305508886727386
modification,6,0.0005305508886727386
heat,6,0.0005305508886727386
2027,6,0.0005305508886727386
beast,6,0.0005305508886727386
technique,6,0.0005305508886727386
chicken,5,0.00044212574056061546
hell,5,0.00044212574056061546
survival,5,0.00044212574056061546
exact,5,0.00044212574056061546
couple,5,0.00044212574056061546
role,5,0.00044212574056061546
move,5,0.00044212574056061546
greenhouse,5,0.00044212574056061546
difficult,5,0.00044212574056061546
cover,5,0.00044212574056061546
reduce,5,0.00044212574056061546
however,5,0.00044212574056061546
number,5,0.00044212574056061546
second,5,0.00044212574056061546
bone,5,0.00044212574056061546
although,5,0.00044212574056061546
rich,5,0.00044212574056061546
person,5,0.00044212574056061546
hey,5,0.00044212574056061546
hole,5,0.00044212574056061546
fart,5,0.00044212574056061546
cow,5,0.00044212574056061546
preserved,5,0.00044212574056061546
bit,5,0.00044212574056061546
war,5,0.00044212574056061546
generation,5,0.00044212574056061546
sell,5,0.00044212574056061546
seem,5,0.00044212574056061546
raise,5,0.00044212574056061546
steak,5,0.00044212574056061546
grow,5,0.00044212574056061546
talk,5,0.00044212574056061546
thylacine,5,0.00044212574056061546
disease,5,0.00044212574056061546
effort,5,0.00044212574056061546
whatever,5,0.00044212574056061546
ton,5,0.00044212574056061546
cloned,5,0.00044212574056061546
2000,5,0.00044212574056061546
huge,5,0.00044212574056061546
hairy,5,0.00044212574056061546
carbon,5,0.00044212574056061546
looking,5,0.00044212574056061546
leave,5,0.00044212574056061546
hotter,5,0.00044212574056061546
sad,5,0.00044212574056061546
seeing,5,0.00044212574056061546
arm,5,0.00044212574056061546
tiny,5,0.00044212574056061546
perfect,5,0.00044212574056061546
failed,5,0.00044212574056061546
small,5,0.00044212574056061546
anyway,5,0.00044212574056061546
possibly,5,0.00044212574056061546
absolutely,5,0.00044212574056061546
cure,5,0.00044212574056061546
90,5,0.00044212574056061546
space,5,0.00044212574056061546
alive,5,0.00044212574056061546
teach,5,0.00044212574056061546
match,5,0.00044212574056061546
who,5,0.00044212574056061546
snow,5,0.00044212574056061546
surrogate,5,0.00044212574056061546
full,5,0.00044212574056061546
horror,5,0.00044212574056061546
asia,5,0.00044212574056061546
growth,5,0.00044212574056061546
poor,5,0.00044212574056061546
solution,5,0.00044212574056061546
pattern,5,0.00044212574056061546
hold,5,0.00044212574056061546
shouldnt,5,0.00044212574056061546
genome,5,0.00044212574056061546
return,5,0.00044212574056061546
fully,5,0.00044212574056061546
learn,5,0.00044212574056061546
mass,5,0.00044212574056061546
swear,5,0.00044212574056061546
partmammoth,5,0.00044212574056061546
partelephant,5,0.00044212574056061546
high,5,0.00044212574056061546
plant,4,0.00035370059244849237
based,4,0.00035370059244849237
perhaps,4,0.00035370059244849237
scrambled,4,0.00035370059244849237
supposed,4,0.00035370059244849237
mother,4,0.00035370059244849237
capable,4,0.00035370059244849237
dark,4,0.00035370059244849237
humanity,4,0.00035370059244849237
society,4,0.00035370059244849237
started,4,0.00035370059244849237
sun,4,0.00035370059244849237
mostly,4,0.00035370059244849237
regardless,4,0.00035370059244849237
reach,4,0.00035370059244849237
example,4,0.00035370059244849237
reduced,4,0.00035370059244849237
hunter,4,0.00035370059244849237
managed,4,0.00035370059244849237
several,4,0.00035370059244849237
scientific,4,0.00035370059244849237
community,4,0.00035370059244849237
prehistoric,4,0.00035370059244849237
generally,4,0.00035370059244849237
entirely,4,0.00035370059244849237
spear,4,0.00035370059244849237
throw,4,0.00035370059244849237
scent,4,0.00035370059244849237
death,4,0.00035370059244849237
etc,4,0.00035370059244849237
smart,4,0.00035370059244849237
entire,4,0.00035370059244849237
crazy,4,0.00035370059244849237
turned,4,0.00035370059244849237
finding,4,0.00035370059244849237
fun,4,0.00035370059244849237
flintstone,4,0.00035370059244849237
buy,4,0.00035370059244849237
yet,4,0.00035370059244849237
unless,4,0.00035370059244849237
website,4,0.00035370059244849237
thrive,4,0.00035370059244849237
yep,4,0.00035370059244849237
he,4,0.00035370059244849237
perfectly,4,0.00035370059244849237
nah,4,0.00035370059244849237
covid,4,0.00035370059244849237
happens,4,0.00035370059244849237
bet,4,0.00035370059244849237
endangered,4,0.00035370059244849237
culture,4,0.00035370059244849237
lab,4,0.00035370059244849237
tiger,4,0.00035370059244849237
known,4,0.00035370059244849237
jaw,4,0.00035370059244849237
died,4,0.00035370059244849237
trait,4,0.00035370059244849237
figure,4,0.00035370059244849237
sort,4,0.00035370059244849237
happened,4,0.00035370059244849237
killed,4,0.00035370059244849237
alien,4,0.00035370059244849237
occasion,4,0.00035370059244849237
chance,4,0.00035370059244849237
nature,4,0.00035370059244849237
extreme,4,0.00035370059244849237
worst,4,0.00035370059244849237
prediction,4,0.00035370059244849237
melt,4,0.00035370059244849237
plan,4,0.00035370059244849237
bro,4,0.00035370059244849237
delicious,4,0.00035370059244849237
w,4,0.00035370059244849237
thanks,4,0.00035370059244849237
ok,4,0.00035370059244849237
welcome,4,0.00035370059244849237
care,4,0.00035370059244849237
awful,4,0.00035370059244849237
meant,4,0.00035370059244849237
must,4,0.00035370059244849237
show,4,0.00035370059244849237
mention,4,0.00035370059244849237
original,4,0.00035370059244849237
size,4,0.00035370059244849237
remindme,4,0.00035370059244849237
song,4,0.00035370059244849237
health,4,0.00035370059244849237
mine,4,0.00035370059244849237
wow,4,0.00035370059244849237
post,4,0.00035370059244849237
scam,4,0.00035370059244849237
ibex,4,0.00035370059244849237
dying,4,0.00035370059244849237
captivity,4,0.00035370059244849237
nobody,4,0.00035370059244849237
musk,4,0.00035370059244849237
joke,4,0.00035370059244849237
honest,4,0.00035370059244849237
10000,4,0.00035370059244849237
control,4,0.00035370059244849237
replacing,4,0.00035370059244849237
self,4,0.00035370059244849237
driving,4,0.00035370059244849237
george,4,0.00035370059244849237
tundra,4,0.00035370059244849237
happening,4,0.00035370059244849237
along,4,0.00035370059244849237
lead,4,0.00035370059244849237
special,4,0.00035370059244849237
thinking,4,0.00035370059244849237
name,4,0.00035370059244849237
steve,4,0.00035370059244849237
biko,4,0.00035370059244849237
book,4,0.00035370059244849237
wasnt,4,0.00035370059244849237
50,4,0.00035370059244849237
recently,4,0.00035370059244849237
creates,4,0.00035370059244849237
rate,4,0.00035370059244849237
everything,4,0.00035370059244849237
predator,4,0.00035370059244849237
reward,4,0.00035370059244849237
consequence,4,0.00035370059244849237
grass,4,0.00035370059244849237
certainly,4,0.00035370059244849237
comprehension,4,0.00035370059244849237
option,4,0.00035370059244849237
investor,4,0.00035370059244849237
meaning,4,0.00035370059244849237
soil,4,0.00035370059244849237
function,4,0.00035370059244849237
result,4,0.00035370059244849237
socially,4,0.00035370059244849237
migration,4,0.00035370059244849237
massive,4,0.00035370059244849237
social,4,0.00035370059244849237
awesome,4,0.00035370059244849237
okay,4,0.00035370059244849237
mouse,4,0.00035370059244849237
reintroduce,4,0.00035370059244849237
russia,4,0.00035370059244849237
impact,4,0.00035370059244849237
allow,4,0.00035370059244849237
ground,4,0.00035370059244849237
except,4,0.00035370059244849237
condition,4,0.00035370059244849237
obvious,4,0.00035370059244849237
ian,4,0.00035370059244849237
malcolm,4,0.00035370059244849237
pigeon,4,0.00035370059244849237
ride,4,0.00035370059244849237
yall,4,0.00035370059244849237
school,4,0.00035370059244849237
fry,3,0.0002652754443363693
equivalent,3,0.0002652754443363693
sometimes,3,0.0002652754443363693
worse,3,0.0002652754443363693
caviar,3,0.0002652754443363693
stick,3,0.0002652754443363693
wish,3,0.0002652754443363693
actual,3,0.0002652754443363693
wholly,3,0.0002652754443363693
experience,3,0.0002652754443363693
14,3,0.0002652754443363693
handle,3,0.0002652754443363693
explain,3,0.0002652754443363693
relatively,3,0.0002652754443363693
farming,3,0.0002652754443363693
early,3,0.0002652754443363693
relative,3,0.0002652754443363693
fast,3,0.0002652754443363693
feedback,3,0.0002652754443363693
rapid,3,0.0002652754443363693
rise,3,0.0002652754443363693
speed,3,0.0002652754443363693
released,3,0.0002652754443363693
fossil,3,0.0002652754443363693
natural,3,0.0002652754443363693
reduction,3,0.0002652754443363693
hoping,3,0.0002652754443363693
avoid,3,0.0002652754443363693
difference,3,0.0002652754443363693
disappearing,3,0.0002652754443363693
others,3,0.0002652754443363693
became,3,0.0002652754443363693
strong,3,0.0002652754443363693
arguing,3,0.0002652754443363693
ability,3,0.0002652754443363693
coordinate,3,0.0002652754443363693
battle,3,0.0002652754443363693
running,3,0.0002652754443363693
carry,3,0.0002652754443363693
often,3,0.0002652754443363693
told,3,0.0002652754443363693
town,3,0.0002652754443363693
choice,3,0.0002652754443363693
pay,3,0.0002652754443363693
source,3,0.0002652754443363693
sloth,3,0.0002652754443363693
dinner,3,0.0002652754443363693
plain,3,0.0002652754443363693
fresh,3,0.0002652754443363693
joe,3,0.0002652754443363693
somewhere,3,0.0002652754443363693
per,3,0.0002652754443363693
regular,3,0.0002652754443363693
bbqd,3,0.0002652754443363693
eating,3,0.0002652754443363693
sold,3,0.0002652754443363693
legally,3,0.0002652754443363693
geneticist,3,0.0002652754443363693
possibility,3,0.0002652754443363693
becomes,3,0.0002652754443363693
save,3,0.0002652754443363693
fucked,3,0.0002652754443363693
episode,3,0.0002652754443363693
northern,3,0.0002652754443363693
local,3,0.0002652754443363693
expert,3,0.0002652754443363693
hair,3,0.0002652754443363693
happy,3,0.0002652754443363693
teeth,3,0.0002652754443363693
check,3,0.0002652754443363693
third,3,0.0002652754443363693
country,3,0.0002652754443363693
open,3,0.0002652754443363693
degree,3,0.0002652754443363693
late,3,0.0002652754443363693
understanding,3,0.0002652754443363693
cut,3,0.0002652754443363693
word,3,0.0002652754443363693
become,3,0.0002652754443363693
changed,3,0.0002652754443363693
suffer,3,0.0002652754443363693
behind,3,0.0002652754443363693
unlikely,3,0.0002652754443363693
straight,3,0.0002652754443363693
tricky,3,0.0002652754443363693
focus,3,0.0002652754443363693
funny,3,0.0002652754443363693
cell,3,0.0002652754443363693
develop,3,0.0002652754443363693
older,3,0.0002652754443363693
curious,3,0.0002652754443363693
set,3,0.0002652754443363693
recent,3,0.0002652754443363693
saving,3,0.0002652754443363693
damn,3,0.0002652754443363693
jeff,3,0.0002652754443363693
warm,3,0.0002652754443363693
dude,3,0.0002652754443363693
artic,3,0.0002652754443363693
disaster,3,0.0002652754443363693
argument,3,0.0002652754443363693
past,3,0.0002652754443363693
success,3,0.0002652754443363693
error,3,0.0002652754443363693
ask,3,0.0002652754443363693
air,3,0.0002652754443363693
infection,3,0.0002652754443363693
round,3,0.0002652754443363693
lack,3,0.0002652754443363693
smell,3,0.0002652754443363693
structure,3,0.0002652754443363693
head,3,0.0002652754443363693
wtf,3,0.0002652754443363693
velociraptor,3,0.0002652754443363693
thread,3,0.0002652754443363693
body,3,0.0002652754443363693
badger,3,0.0002652754443363693
medium,3,0.0002652754443363693
rex,3,0.0002652754443363693
splice,3,0.0002652754443363693
situation,3,0.0002652754443363693
wanted,3,0.0002652754443363693
list,3,0.0002652754443363693
mistake,3,0.0002652754443363693
af,3,0.0002652754443363693
act,3,0.0002652754443363693
deextincting,3,0.0002652754443363693
implantation,3,0.0002652754443363693
pregnant,3,0.0002652754443363693
cannot,3,0.0002652754443363693
order,3,0.0002652754443363693
perform,3,0.0002652754443363693
pregnancy,3,0.0002652754443363693
sheep,3,0.0002652754443363693
took,3,0.0002652754443363693
reproductive,3,0.0002652754443363693
biology,3,0.0002652754443363693
america,3,0.0002652754443363693
reincarnated,3,0.0002652754443363693
resurrection,3,0.0002652754443363693
nuclear,3,0.0002652754443363693
selfdriving,3,0.0002652754443363693
electric,3,0.0002652754443363693
elon,3,0.0002652754443363693
terrible,3,0.0002652754443363693
fetus,3,0.0002652754443363693
require,3,0.0002652754443363693
stopped,3,0.0002652754443363693
harder,3,0.0002652754443363693
material,3,0.0002652754443363693
completely,3,0.0002652754443363693
specific,3,0.0002652754443363693
low,3,0.0002652754443363693
ai,3,0.0002652754443363693
longer,3,0.0002652754443363693
unlike,3,0.0002652754443363693
fear,3,0.0002652754443363693
1999,3,0.0002652754443363693
someone,3,0.0002652754443363693
pissed,3,0.0002652754443363693
watching,3,0.0002652754443363693
named,3,0.0002652754443363693
fiona,3,0.0002652754443363693
false,3,0.0002652754443363693
harsimaja,3,0.0002652754443363693
aware,3,0.0002652754443363693
definition,3,0.0002652754443363693
belief,3,0.0002652754443363693
bullshit,3,0.0002652754443363693
expect,3,0.0002652754443363693
ignorant,3,0.0002652754443363693
dumb,3,0.0002652754443363693
south,3,0.0002652754443363693
stupid,3,0.0002652754443363693
everyone,3,0.0002652754443363693
bigger,3,0.0002652754443363693
date,3,0.0002652754443363693
breakthrough,3,0.0002652754443363693
trust,3,0.0002652754443363693
clickbait,3,0.0002652754443363693
tear,3,0.0002652754443363693
child,3,0.0002652754443363693
eventually,3,0.0002652754443363693
herd,3,0.0002652754443363693
manure,3,0.0002652754443363693
tech,3,0.0002652754443363693
mutant,3,0.0002652754443363693
claim,3,0.0002652754443363693
b,3,0.0002652754443363693
evolution,3,0.0002652754443363693
land,3,0.0002652754443363693
key,3,0.0002652754443363693
support,3,0.0002652754443363693
africa,3,0.0002652754443363693
suitable,3,0.0002652754443363693
regulate,3,0.0002652754443363693
core,3,0.0002652754443363693
worried,3,0.0002652754443363693
hit,3,0.0002652754443363693
introducing,3,0.0002652754443363693
aside,3,0.0002652754443363693
temp,3,0.0002652754443363693
lower,3,0.0002652754443363693
semi,3,0.0002652754443363693
ready,3,0.0002652754443363693
parent,3,0.0002652754443363693
fertilized,3,0.0002652754443363693
bacteria,3,0.0002652754443363693
created,3,0.0002652754443363693
youll,3,0.0002652754443363693
aim,3,0.0002652754443363693
evolve,3,0.0002652754443363693
till,3,0.0002652754443363693
mammal,3,0.0002652754443363693
mammothlike,3,0.0002652754443363693
dozen,3,0.0002652754443363693
planned,3,0.0002652754443363693
incredibly,3,0.0002652754443363693
996,3,0.0002652754443363693
genetics,3,0.0002652754443363693
raising,3,0.0002652754443363693
added,3,0.0002652754443363693
60,3,0.0002652754443363693
toward,3,0.0002652754443363693
longdead,3,0.0002652754443363693
biotech,3,0.0002652754443363693
reincarnate,3,0.0002652754443363693
preserving,3,0.0002652754443363693
forever,3,0.0002652754443363693
team,3,0.0002652754443363693
wonderful,3,0.0002652754443363693
2023,3,0.0002652754443363693
research,3,0.0002652754443363693
hear,3,0.0002652754443363693
convincing,3,0.0002652754443363693
rather,3,0.0002652754443363693
methane,3,0.0002652754443363693
scale,3,0.0002652754443363693
lost,3,0.0002652754443363693
poaching,3,0.0002652754443363693
wake,3,0.0002652754443363693
dlc,3,0.0002652754443363693
empty,3,0.0002652754443363693
waste,3,0.0002652754443363693
youve,3,0.0002652754443363693
youd,3,0.0002652754443363693
threat,3,0.0002652754443363693
jesus,3,0.0002652754443363693
title,3,0.0002652754443363693
healthy,3,0.0002652754443363693
information,3,0.0002652754443363693
succeed,3,0.0002652754443363693
alone,3,0.0002652754443363693
incomplete,3,0.0002652754443363693
handful,3,0.0002652754443363693
risk,3,0.0002652754443363693
young,3,0.0002652754443363693
documentary,3,0.0002652754443363693
twice,3,0.0002652754443363693
furry,3,0.0002652754443363693
checked,3,0.0002652754443363693
trapped,3,0.0002652754443363693
fan,3,0.0002652754443363693
deserve,3,0.0002652754443363693
game,3,0.0002652754443363693
progress,3,0.0002652754443363693
hoverboard,3,0.0002652754443363693
forward,3,0.0002652754443363693
blah,3,0.0002652754443363693
yada,3,0.0002652754443363693
opportunity,3,0.0002652754443363693
bc,3,0.0002652754443363693
instinct,3,0.0002652754443363693
surprised,3,0.0002652754443363693
rhino,3,0.0002652754443363693
feeling,3,0.0002652754443363693
rib,3,0.0002652754443363693
bully,3,0.0002652754443363693
kinda,3,0.0002652754443363693
510,3,0.0002652754443363693
pork,2,0.00017685029622424618
adding,2,0.00017685029622424618
extra,2,0.00017685029622424618
as,2,0.00017685029622424618
