project,article,granularity,timestamp,access,agent,views,gender
en.wikipedia,Sarah_Drake,monthly,2021-01-01,all-access,all-agents,180,female
en.wikipedia,Sarah_Drake,monthly,2021-02-01,all-access,all-agents,188,female
en.wikipedia,Sarah_Drake,monthly,2021-03-01,all-access,all-agents,183,female
en.wikipedia,Sarah_Drake,monthly,2021-04-01,all-access,all-agents,260,female
en.wikipedia,Sarah_Drake,monthly,2021-05-01,all-access,all-agents,221,female
en.wikipedia,Sarah_Drake,monthly,2021-06-01,all-access,all-agents,167,female
en.wikipedia,Sarah_Drake,monthly,2021-07-01,all-access,all-agents,144,female
en.wikipedia,Sarah_Drake,monthly,2021-08-01,all-access,all-agents,152,female
en.wikipedia,Sarah_Drake,monthly,2021-09-01,all-access,all-agents,147,female
en.wikipedia,Sarah_Drake,monthly,2021-10-01,all-access,all-agents,148,female
en.wikipedia,Sarah_Drake,monthly,2021-11-01,all-access,all-agents,140,female
en.wikipedia,Sarah_Drake,monthly,2021-12-01,all-access,all-agents,121,female
en.wikipedia,Sarah_Drake,monthly,2022-01-01,all-access,all-agents,210,female
en.wikipedia,Sarah_Drake,monthly,2022-02-01,all-access,all-agents,234,female
en.wikipedia,Sarah_Drake,monthly,2022-03-01,all-access,all-agents,208,female
en.wikipedia,Sarah_Drake,monthly,2022-04-01,all-access,all-agents,199,female
en.wikipedia,Sarah_Drake,monthly,2022-05-01,all-access,all-agents,231,female
en.wikipedia,Sarah_Drake,monthly,2022-06-01,all-access,all-agents,179,female
en.wikipedia,Sarah_Drake,monthly,2022-07-01,all-access,all-agents,323,female
en.wikipedia,Sarah_Drake,monthly,2022-08-01,all-access,all-agents,244,female
en.wikipedia,Sarah_Drake,monthly,2022-09-01,all-access,all-agents,212,female
en.wikipedia,Sarah_Drake,monthly,2022-10-01,all-access,all-agents,244,female
en.wikipedia,Sarah_Drake,monthly,2022-11-01,all-access,all-agents,300,female
en.wikipedia,Sarah_Drake,monthly,2022-12-01,all-access,all-agents,166,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-01-01,all-access,all-agents,1638,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-02-01,all-access,all-agents,248,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-03-01,all-access,all-agents,191,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-04-01,all-access,all-agents,194,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-05-01,all-access,all-agents,267,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-06-01,all-access,all-agents,348,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-07-01,all-access,all-agents,196,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-08-01,all-access,all-agents,240,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-09-01,all-access,all-agents,179,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-10-01,all-access,all-agents,188,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-11-01,all-access,all-agents,149,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-12-01,all-access,all-agents,194,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-01-01,all-access,all-agents,238,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-02-01,all-access,all-agents,207,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-03-01,all-access,all-agents,272,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-04-01,all-access,all-agents,184,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-05-01,all-access,all-agents,211,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-06-01,all-access,all-agents,168,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-07-01,all-access,all-agents,151,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-08-01,all-access,all-agents,141,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-09-01,all-access,all-agents,142,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-10-01,all-access,all-agents,151,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-11-01,all-access,all-agents,152,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-12-01,all-access,all-agents,155,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-01-01,all-access,all-agents,145,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-02-01,all-access,all-agents,233,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-03-01,all-access,all-agents,281,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-04-01,all-access,all-agents,194,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-05-01,all-access,all-agents,246,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-06-01,all-access,all-agents,195,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-07-01,all-access,all-agents,175,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-08-01,all-access,all-agents,189,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-09-01,all-access,all-agents,179,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-10-01,all-access,all-agents,189,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-11-01,all-access,all-agents,163,female
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-12-01,all-access,all-agents,164,female
en.wikipedia,Marian_Farquharson,monthly,2020-01-01,all-access,all-agents,163,female
en.wikipedia,Marian_Farquharson,monthly,2020-02-01,all-access,all-agents,110,female
en.wikipedia,Marian_Farquharson,monthly,2020-03-01,all-access,all-agents,111,female
en.wikipedia,Marian_Farquharson,monthly,2020-04-01,all-access,all-agents,187,female
en.wikipedia,Marian_Farquharson,monthly,2020-05-01,all-access,all-agents,133,female
en.wikipedia,Marian_Farquharson,monthly,2020-06-01,all-access,all-agents,117,female
en.wikipedia,Marian_Farquharson,monthly,2020-07-01,all-access,all-agents,102,female
en.wikipedia,Marian_Farquharson,monthly,2020-08-01,all-access,all-agents,88,female
en.wikipedia,Marian_Farquharson,monthly,2020-09-01,all-access,all-agents,136,female
en.wikipedia,Marian_Farquharson,monthly,2020-10-01,all-access,all-agents,101,female
en.wikipedia,Marian_Farquharson,monthly,2020-11-01,all-access,all-agents,137,female
en.wikipedia,Marian_Farquharson,monthly,2020-12-01,all-access,all-agents,121,female
en.wikipedia,Marian_Farquharson,monthly,2021-01-01,all-access,all-agents,101,female
en.wikipedia,Marian_Farquharson,monthly,2021-02-01,all-access,all-agents,109,female
en.wikipedia,Marian_Farquharson,monthly,2021-03-01,all-access,all-agents,119,female
en.wikipedia,Marian_Farquharson,monthly,2021-04-01,all-access,all-agents,113,female
en.wikipedia,Marian_Farquharson,monthly,2021-05-01,all-access,all-agents,103,female
en.wikipedia,Marian_Farquharson,monthly,2021-06-01,all-access,all-agents,98,female
en.wikipedia,Marian_Farquharson,monthly,2021-07-01,all-access,all-agents,141,female
en.wikipedia,Marian_Farquharson,monthly,2021-08-01,all-access,all-agents,100,female
en.wikipedia,Marian_Farquharson,monthly,2021-09-01,all-access,all-agents,107,female
en.wikipedia,Marian_Farquharson,monthly,2021-10-01,all-access,all-agents,110,female
en.wikipedia,Marian_Farquharson,monthly,2021-11-01,all-access,all-agents,129,female
en.wikipedia,Marian_Farquharson,monthly,2021-12-01,all-access,all-agents,125,female
en.wikipedia,Marian_Farquharson,monthly,2022-01-01,all-access,all-agents,118,female
en.wikipedia,Marian_Farquharson,monthly,2022-02-01,all-access,all-agents,113,female
en.wikipedia,Marian_Farquharson,monthly,2022-03-01,all-access,all-agents,144,female
en.wikipedia,Marian_Farquharson,monthly,2022-04-01,all-access,all-agents,133,female
en.wikipedia,Marian_Farquharson,monthly,2022-05-01,all-access,all-agents,133,female
en.wikipedia,Marian_Farquharson,monthly,2022-06-01,all-access,all-agents,128,female
en.wikipedia,Marian_Farquharson,monthly,2022-07-01,all-access,all-agents,123,female
en.wikipedia,Marian_Farquharson,monthly,2022-08-01,all-access,all-agents,151,female
en.wikipedia,Marian_Farquharson,monthly,2022-09-01,all-access,all-agents,129,female
en.wikipedia,Marian_Farquharson,monthly,2022-10-01,all-access,all-agents,123,female
en.wikipedia,Marian_Farquharson,monthly,2022-11-01,all-access,all-agents,129,female
en.wikipedia,Marian_Farquharson,monthly,2022-12-01,all-access,all-agents,108,female
en.wikipedia,Emily_Fortey,monthly,2020-01-01,all-access,all-agents,72,female
en.wikipedia,Emily_Fortey,monthly,2020-02-01,all-access,all-agents,53,female
en.wikipedia,Emily_Fortey,monthly,2020-03-01,all-access,all-agents,53,female
en.wikipedia,Emily_Fortey,monthly,2020-04-01,all-access,all-agents,89,female
en.wikipedia,Emily_Fortey,monthly,2020-05-01,all-access,all-agents,72,female
en.wikipedia,Emily_Fortey,monthly,2020-06-01,all-access,all-agents,43,female
en.wikipedia,Emily_Fortey,monthly,2020-07-01,all-access,all-agents,54,female
en.wikipedia,Emily_Fortey,monthly,2020-08-01,all-access,all-agents,34,female
en.wikipedia,Emily_Fortey,monthly,2020-09-01,all-access,all-agents,63,female
en.wikipedia,Emily_Fortey,monthly,2020-10-01,all-access,all-agents,47,female
en.wikipedia,Emily_Fortey,monthly,2020-11-01,all-access,all-agents,69,female
en.wikipedia,Emily_Fortey,monthly,2020-12-01,all-access,all-agents,72,female
en.wikipedia,Emily_Fortey,monthly,2021-01-01,all-access,all-agents,63,female
en.wikipedia,Emily_Fortey,monthly,2021-02-01,all-access,all-agents,44,female
en.wikipedia,Emily_Fortey,monthly,2021-03-01,all-access,all-agents,53,female
en.wikipedia,Emily_Fortey,monthly,2021-04-01,all-access,all-agents,43,female
en.wikipedia,Emily_Fortey,monthly,2021-05-01,all-access,all-agents,55,female
en.wikipedia,Emily_Fortey,monthly,2021-06-01,all-access,all-agents,56,female
en.wikipedia,Emily_Fortey,monthly,2021-07-01,all-access,all-agents,42,female
en.wikipedia,Emily_Fortey,monthly,2021-08-01,all-access,all-agents,55,female
en.wikipedia,Emily_Fortey,monthly,2021-09-01,all-access,all-agents,55,female
en.wikipedia,Emily_Fortey,monthly,2021-10-01,all-access,all-agents,48,female
en.wikipedia,Emily_Fortey,monthly,2021-11-01,all-access,all-agents,58,female
en.wikipedia,Emily_Fortey,monthly,2021-12-01,all-access,all-agents,55,female
en.wikipedia,Emily_Fortey,monthly,2022-01-01,all-access,all-agents,61,female
en.wikipedia,Emily_Fortey,monthly,2022-02-01,all-access,all-agents,81,female
en.wikipedia,Emily_Fortey,monthly,2022-03-01,all-access,all-agents,67,female
en.wikipedia,Emily_Fortey,monthly,2022-04-01,all-access,all-agents,52,female
en.wikipedia,Emily_Fortey,monthly,2022-05-01,all-access,all-agents,56,female
en.wikipedia,Emily_Fortey,monthly,2022-06-01,all-access,all-agents,47,female
en.wikipedia,Emily_Fortey,monthly,2022-07-01,all-access,all-agents,51,female
en.wikipedia,Emily_Fortey,monthly,2022-08-01,all-access,all-agents,72,female
en.wikipedia,Emily_Fortey,monthly,2022-09-01,all-access,all-agents,44,female
en.wikipedia,Emily_Fortey,monthly,2022-10-01,all-access,all-agents,42,female
en.wikipedia,Emily_Fortey,monthly,2022-11-01,all-access,all-agents,53,female
en.wikipedia,Emily_Fortey,monthly,2022-12-01,all-access,all-agents,33,female
en.wikipedia,Ida_Freund,monthly,2020-01-01,all-access,all-agents,480,female
en.wikipedia,Ida_Freund,monthly,2020-02-01,all-access,all-agents,471,female
en.wikipedia,Ida_Freund,monthly,2020-03-01,all-access,all-agents,353,female
en.wikipedia,Ida_Freund,monthly,2020-04-01,all-access,all-agents,426,female
en.wikipedia,Ida_Freund,monthly,2020-05-01,all-access,all-agents,2668,female
en.wikipedia,Ida_Freund,monthly,2020-06-01,all-access,all-agents,304,female
en.wikipedia,Ida_Freund,monthly,2020-07-01,all-access,all-agents,243,female
en.wikipedia,Ida_Freund,monthly,2020-08-01,all-access,all-agents,210,female
en.wikipedia,Ida_Freund,monthly,2020-09-01,all-access,all-agents,283,female
en.wikipedia,Ida_Freund,monthly,2020-10-01,all-access,all-agents,232,female
en.wikipedia,Ida_Freund,monthly,2020-11-01,all-access,all-agents,273,female
en.wikipedia,Ida_Freund,monthly,2020-12-01,all-access,all-agents,281,female
en.wikipedia,Ida_Freund,monthly,2021-01-01,all-access,all-agents,287,female
en.wikipedia,Ida_Freund,monthly,2021-02-01,all-access,all-agents,301,female
en.wikipedia,Ida_Freund,monthly,2021-03-01,all-access,all-agents,560,female
en.wikipedia,Ida_Freund,monthly,2021-04-01,all-access,all-agents,713,female
en.wikipedia,Ida_Freund,monthly,2021-05-01,all-access,all-agents,691,female
en.wikipedia,Ida_Freund,monthly,2021-06-01,all-access,all-agents,487,female
en.wikipedia,Ida_Freund,monthly,2021-07-01,all-access,all-agents,467,female
en.wikipedia,Ida_Freund,monthly,2021-08-01,all-access,all-agents,540,female
en.wikipedia,Ida_Freund,monthly,2021-09-01,all-access,all-agents,436,female
en.wikipedia,Ida_Freund,monthly,2021-10-01,all-access,all-agents,517,female
en.wikipedia,Ida_Freund,monthly,2021-11-01,all-access,all-agents,399,female
en.wikipedia,Ida_Freund,monthly,2021-12-01,all-access,all-agents,625,female
en.wikipedia,Ida_Freund,monthly,2022-01-01,all-access,all-agents,535,female
en.wikipedia,Ida_Freund,monthly,2022-02-01,all-access,all-agents,457,female
en.wikipedia,Ida_Freund,monthly,2022-03-01,all-access,all-agents,547,female
en.wikipedia,Ida_Freund,monthly,2022-04-01,all-access,all-agents,572,female
en.wikipedia,Ida_Freund,monthly,2022-05-01,all-access,all-agents,534,female
en.wikipedia,Ida_Freund,monthly,2022-06-01,all-access,all-agents,414,female
en.wikipedia,Ida_Freund,monthly,2022-07-01,all-access,all-agents,350,female
en.wikipedia,Ida_Freund,monthly,2022-08-01,all-access,all-agents,356,female
en.wikipedia,Ida_Freund,monthly,2022-09-01,all-access,all-agents,404,female
en.wikipedia,Ida_Freund,monthly,2022-10-01,all-access,all-agents,514,female
en.wikipedia,Ida_Freund,monthly,2022-11-01,all-access,all-agents,515,female
en.wikipedia,Ida_Freund,monthly,2022-12-01,all-access,all-agents,361,female
en.wikipedia,Catherine_Gage,monthly,2020-01-01,all-access,all-agents,123,female
en.wikipedia,Catherine_Gage,monthly,2020-02-01,all-access,all-agents,96,female
en.wikipedia,Catherine_Gage,monthly,2020-03-01,all-access,all-agents,108,female
en.wikipedia,Catherine_Gage,monthly,2020-04-01,all-access,all-agents,102,female
en.wikipedia,Catherine_Gage,monthly,2020-05-01,all-access,all-agents,88,female
en.wikipedia,Catherine_Gage,monthly,2020-06-01,all-access,all-agents,90,female
en.wikipedia,Catherine_Gage,monthly,2020-07-01,all-access,all-agents,79,female
en.wikipedia,Catherine_Gage,monthly,2020-08-01,all-access,all-agents,86,female
en.wikipedia,Catherine_Gage,monthly,2020-09-01,all-access,all-agents,84,female
en.wikipedia,Catherine_Gage,monthly,2020-10-01,all-access,all-agents,81,female
en.wikipedia,Catherine_Gage,monthly,2020-11-01,all-access,all-agents,98,female
en.wikipedia,Catherine_Gage,monthly,2020-12-01,all-access,all-agents,110,female
en.wikipedia,Catherine_Gage,monthly,2021-01-01,all-access,all-agents,99,female
en.wikipedia,Catherine_Gage,monthly,2021-02-01,all-access,all-agents,70,female
en.wikipedia,Catherine_Gage,monthly,2021-03-01,all-access,all-agents,104,female
en.wikipedia,Catherine_Gage,monthly,2021-04-01,all-access,all-agents,88,female
en.wikipedia,Catherine_Gage,monthly,2021-05-01,all-access,all-agents,119,female
en.wikipedia,Catherine_Gage,monthly,2021-06-01,all-access,all-agents,87,female
en.wikipedia,Catherine_Gage,monthly,2021-07-01,all-access,all-agents,120,female
en.wikipedia,Catherine_Gage,monthly,2021-08-01,all-access,all-agents,89,female
en.wikipedia,Catherine_Gage,monthly,2021-09-01,all-access,all-agents,115,female
en.wikipedia,Catherine_Gage,monthly,2021-10-01,all-access,all-agents,90,female
en.wikipedia,Catherine_Gage,monthly,2021-11-01,all-access,all-agents,88,female
en.wikipedia,Catherine_Gage,monthly,2021-12-01,all-access,all-agents,54,female
en.wikipedia,Catherine_Gage,monthly,2022-01-01,all-access,all-agents,78,female
en.wikipedia,Catherine_Gage,monthly,2022-02-01,all-access,all-agents,91,female
en.wikipedia,Catherine_Gage,monthly,2022-03-01,all-access,all-agents,81,female
en.wikipedia,Catherine_Gage,monthly,2022-04-01,all-access,all-agents,132,female
en.wikipedia,Catherine_Gage,monthly,2022-05-01,all-access,all-agents,104,female
en.wikipedia,Catherine_Gage,monthly,2022-06-01,all-access,all-agents,80,female
en.wikipedia,Catherine_Gage,monthly,2022-07-01,all-access,all-agents,72,female
en.wikipedia,Catherine_Gage,monthly,2022-08-01,all-access,all-agents,105,female
en.wikipedia,Catherine_Gage,monthly,2022-09-01,all-access,all-agents,85,female
en.wikipedia,Catherine_Gage,monthly,2022-10-01,all-access,all-agents,113,female
en.wikipedia,Catherine_Gage,monthly,2022-11-01,all-access,all-agents,184,female
en.wikipedia,Catherine_Gage,monthly,2022-12-01,all-access,all-agents,147,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-01-01,all-access,all-agents,108,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-02-01,all-access,all-agents,58,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-03-01,all-access,all-agents,57,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-04-01,all-access,all-agents,60,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-05-01,all-access,all-agents,61,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-06-01,all-access,all-agents,46,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-07-01,all-access,all-agents,50,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-08-01,all-access,all-agents,51,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-09-01,all-access,all-agents,78,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-10-01,all-access,all-agents,59,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-11-01,all-access,all-agents,67,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-12-01,all-access,all-agents,58,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-01-01,all-access,all-agents,51,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-02-01,all-access,all-agents,54,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-03-01,all-access,all-agents,63,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-04-01,all-access,all-agents,60,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-05-01,all-access,all-agents,71,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-06-01,all-access,all-agents,51,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-07-01,all-access,all-agents,69,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-08-01,all-access,all-agents,60,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-09-01,all-access,all-agents,69,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-10-01,all-access,all-agents,65,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-11-01,all-access,all-agents,49,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-12-01,all-access,all-agents,50,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2022-01-01,all-access,all-agents,62,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2022-02-01,all-access,all-agents,54,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2022-03-01,all-access,all-agents,78,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2022-04-01,all-access,all-agents,60,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2022-05-01,all-access,all-agents,60,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2022-06-01,all-access,all-agents,58,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2022-07-01,all-access,all-agents,62,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2022-08-01,all-access,all-agents,57,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2022-09-01,all-access,all-agents,73,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2022-10-01,all-access,all-agents,64,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2022-11-01,all-access,all-agents,63,female
en.wikipedia,Ethel_Sarel_Gepp,monthly,2022-12-01,all-access,all-agents,59,female
en.wikipedia,Isabella_Gifford,monthly,2020-01-01,all-access,all-agents,57,female
en.wikipedia,Isabella_Gifford,monthly,2020-02-01,all-access,all-agents,58,female
en.wikipedia,Isabella_Gifford,monthly,2020-03-01,all-access,all-agents,41,female
en.wikipedia,Isabella_Gifford,monthly,2020-04-01,all-access,all-agents,60,female
en.wikipedia,Isabella_Gifford,monthly,2020-05-01,all-access,all-agents,48,female
en.wikipedia,Isabella_Gifford,monthly,2020-06-01,all-access,all-agents,38,female
en.wikipedia,Isabella_Gifford,monthly,2020-07-01,all-access,all-agents,47,female
en.wikipedia,Isabella_Gifford,monthly,2020-08-01,all-access,all-agents,48,female
en.wikipedia,Isabella_Gifford,monthly,2020-09-01,all-access,all-agents,46,female
en.wikipedia,Isabella_Gifford,monthly,2020-10-01,all-access,all-agents,61,female
en.wikipedia,Isabella_Gifford,monthly,2020-11-01,all-access,all-agents,63,female
en.wikipedia,Isabella_Gifford,monthly,2020-12-01,all-access,all-agents,76,female
en.wikipedia,Isabella_Gifford,monthly,2021-01-01,all-access,all-agents,46,female
en.wikipedia,Isabella_Gifford,monthly,2021-02-01,all-access,all-agents,48,female
en.wikipedia,Isabella_Gifford,monthly,2021-03-01,all-access,all-agents,125,female
en.wikipedia,Isabella_Gifford,monthly,2021-04-01,all-access,all-agents,77,female
en.wikipedia,Isabella_Gifford,monthly,2021-05-01,all-access,all-agents,73,female
en.wikipedia,Isabella_Gifford,monthly,2021-06-01,all-access,all-agents,65,female
en.wikipedia,Isabella_Gifford,monthly,2021-07-01,all-access,all-agents,50,female
en.wikipedia,Isabella_Gifford,monthly,2021-08-01,all-access,all-agents,50,female
en.wikipedia,Isabella_Gifford,monthly,2021-09-01,all-access,all-agents,52,female
en.wikipedia,Isabella_Gifford,monthly,2021-10-01,all-access,all-agents,65,female
en.wikipedia,Isabella_Gifford,monthly,2021-11-01,all-access,all-agents,59,female
en.wikipedia,Isabella_Gifford,monthly,2021-12-01,all-access,all-agents,122,female
en.wikipedia,Isabella_Gifford,monthly,2022-01-01,all-access,all-agents,76,female
en.wikipedia,Isabella_Gifford,monthly,2022-02-01,all-access,all-agents,53,female
en.wikipedia,Isabella_Gifford,monthly,2022-03-01,all-access,all-agents,57,female
en.wikipedia,Isabella_Gifford,monthly,2022-04-01,all-access,all-agents,67,female
en.wikipedia,Isabella_Gifford,monthly,2022-05-01,all-access,all-agents,74,female
en.wikipedia,Isabella_Gifford,monthly,2022-06-01,all-access,all-agents,64,female
en.wikipedia,Isabella_Gifford,monthly,2022-07-01,all-access,all-agents,61,female
en.wikipedia,Isabella_Gifford,monthly,2022-08-01,all-access,all-agents,80,female
en.wikipedia,Isabella_Gifford,monthly,2022-09-01,all-access,all-agents,74,female
en.wikipedia,Isabella_Gifford,monthly,2022-10-01,all-access,all-agents,66,female
en.wikipedia,Isabella_Gifford,monthly,2022-11-01,all-access,all-agents,60,female
en.wikipedia,Isabella_Gifford,monthly,2022-12-01,all-access,all-agents,69,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2020-01-01,all-access,all-agents,195,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2020-02-01,all-access,all-agents,174,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2020-03-01,all-access,all-agents,198,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2020-04-01,all-access,all-agents,245,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2020-05-01,all-access,all-agents,233,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2020-06-01,all-access,all-agents,196,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2020-07-01,all-access,all-agents,223,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2020-08-01,all-access,all-agents,198,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2020-09-01,all-access,all-agents,200,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2020-10-01,all-access,all-agents,184,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2020-11-01,all-access,all-agents,206,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2020-12-01,all-access,all-agents,182,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2021-01-01,all-access,all-agents,201,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2021-02-01,all-access,all-agents,197,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2021-03-01,all-access,all-agents,233,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2021-04-01,all-access,all-agents,204,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2021-05-01,all-access,all-agents,217,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2021-06-01,all-access,all-agents,195,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2021-07-01,all-access,all-agents,212,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2021-08-01,all-access,all-agents,174,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2021-09-01,all-access,all-agents,176,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2021-10-01,all-access,all-agents,202,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2021-11-01,all-access,all-agents,176,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2021-12-01,all-access,all-agents,169,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2022-01-01,all-access,all-agents,190,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2022-02-01,all-access,all-agents,223,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2022-03-01,all-access,all-agents,210,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2022-04-01,all-access,all-agents,185,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2022-05-01,all-access,all-agents,226,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2022-06-01,all-access,all-agents,180,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2022-07-01,all-access,all-agents,181,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2022-08-01,all-access,all-agents,166,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2022-09-01,all-access,all-agents,190,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2022-10-01,all-access,all-agents,168,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2022-11-01,all-access,all-agents,158,female
en.wikipedia,Eliza_Maria_Gordon-Cumming,monthly,2022-12-01,all-access,all-agents,196,female
en.wikipedia,Maria_Gordon,monthly,2020-01-01,all-access,all-agents,430,female
en.wikipedia,Maria_Gordon,monthly,2020-02-01,all-access,all-agents,314,female
en.wikipedia,Maria_Gordon,monthly,2020-03-01,all-access,all-agents,353,female
en.wikipedia,Maria_Gordon,monthly,2020-04-01,all-access,all-agents,323,female
en.wikipedia,Maria_Gordon,monthly,2020-05-01,all-access,all-agents,302,female
en.wikipedia,Maria_Gordon,monthly,2020-06-01,all-access,all-agents,249,female
en.wikipedia,Maria_Gordon,monthly,2020-07-01,all-access,all-agents,255,female
en.wikipedia,Maria_Gordon,monthly,2020-08-01,all-access,all-agents,240,female
