project,article,granularity,timestamp,access,agent,views,gender
en.wikipedia,Emily_Lloyd_(chemist),monthly,2022-01-01,all-access,all-agents,53,female
en.wikipedia,Emily_Lloyd_(chemist),monthly,2022-02-01,all-access,all-agents,46,female
en.wikipedia,Emily_Lloyd_(chemist),monthly,2022-03-01,all-access,all-agents,58,female
en.wikipedia,Emily_Lloyd_(chemist),monthly,2022-04-01,all-access,all-agents,76,female
en.wikipedia,Emily_Lloyd_(chemist),monthly,2022-05-01,all-access,all-agents,57,female
en.wikipedia,Emily_Lloyd_(chemist),monthly,2022-06-01,all-access,all-agents,36,female
en.wikipedia,Emily_Lloyd_(chemist),monthly,2022-07-01,all-access,all-agents,44,female
en.wikipedia,Emily_Lloyd_(chemist),monthly,2022-08-01,all-access,all-agents,49,female
en.wikipedia,Emily_Lloyd_(chemist),monthly,2022-09-01,all-access,all-agents,49,female
en.wikipedia,Emily_Lloyd_(chemist),monthly,2022-10-01,all-access,all-agents,53,female
en.wikipedia,Emily_Lloyd_(chemist),monthly,2022-11-01,all-access,all-agents,82,female
en.wikipedia,Emily_Lloyd_(chemist),monthly,2022-12-01,all-access,all-agents,48,female
en.wikipedia,Elizabeth_Lomax,monthly,2020-01-01,all-access,all-agents,57,female
en.wikipedia,Elizabeth_Lomax,monthly,2020-02-01,all-access,all-agents,39,female
en.wikipedia,Elizabeth_Lomax,monthly,2020-03-01,all-access,all-agents,50,female
en.wikipedia,Elizabeth_Lomax,monthly,2020-04-01,all-access,all-agents,36,female
en.wikipedia,Elizabeth_Lomax,monthly,2020-05-01,all-access,all-agents,39,female
en.wikipedia,Elizabeth_Lomax,monthly,2020-06-01,all-access,all-agents,28,female
en.wikipedia,Elizabeth_Lomax,monthly,2020-07-01,all-access,all-agents,43,female
en.wikipedia,Elizabeth_Lomax,monthly,2020-08-01,all-access,all-agents,45,female
en.wikipedia,Elizabeth_Lomax,monthly,2020-09-01,all-access,all-agents,71,female
en.wikipedia,Elizabeth_Lomax,monthly,2020-10-01,all-access,all-agents,38,female
en.wikipedia,Elizabeth_Lomax,monthly,2020-11-01,all-access,all-agents,46,female
en.wikipedia,Elizabeth_Lomax,monthly,2020-12-01,all-access,all-agents,32,female
en.wikipedia,Elizabeth_Lomax,monthly,2021-01-01,all-access,all-agents,47,female
en.wikipedia,Elizabeth_Lomax,monthly,2021-02-01,all-access,all-agents,33,female
en.wikipedia,Elizabeth_Lomax,monthly,2021-03-01,all-access,all-agents,48,female
en.wikipedia,Elizabeth_Lomax,monthly,2021-04-01,all-access,all-agents,41,female
en.wikipedia,Elizabeth_Lomax,monthly,2021-05-01,all-access,all-agents,55,female
en.wikipedia,Elizabeth_Lomax,monthly,2021-06-01,all-access,all-agents,32,female
en.wikipedia,Elizabeth_Lomax,monthly,2021-07-01,all-access,all-agents,34,female
en.wikipedia,Elizabeth_Lomax,monthly,2021-08-01,all-access,all-agents,30,female
en.wikipedia,Elizabeth_Lomax,monthly,2021-09-01,all-access,all-agents,57,female
en.wikipedia,Elizabeth_Lomax,monthly,2021-10-01,all-access,all-agents,39,female
en.wikipedia,Elizabeth_Lomax,monthly,2021-11-01,all-access,all-agents,24,female
en.wikipedia,Elizabeth_Lomax,monthly,2021-12-01,all-access,all-agents,43,female
en.wikipedia,Elizabeth_Lomax,monthly,2022-01-01,all-access,all-agents,36,female
en.wikipedia,Elizabeth_Lomax,monthly,2022-02-01,all-access,all-agents,47,female
en.wikipedia,Elizabeth_Lomax,monthly,2022-03-01,all-access,all-agents,40,female
en.wikipedia,Elizabeth_Lomax,monthly,2022-04-01,all-access,all-agents,47,female
en.wikipedia,Elizabeth_Lomax,monthly,2022-05-01,all-access,all-agents,48,female
en.wikipedia,Elizabeth_Lomax,monthly,2022-06-01,all-access,all-agents,58,female
en.wikipedia,Elizabeth_Lomax,monthly,2022-07-01,all-access,all-agents,54,female
en.wikipedia,Elizabeth_Lomax,monthly,2022-08-01,all-access,all-agents,66,female
en.wikipedia,Elizabeth_Lomax,monthly,2022-09-01,all-access,all-agents,37,female
en.wikipedia,Elizabeth_Lomax,monthly,2022-10-01,all-access,all-agents,50,female
en.wikipedia,Elizabeth_Lomax,monthly,2022-11-01,all-access,all-agents,41,female
en.wikipedia,Elizabeth_Lomax,monthly,2022-12-01,all-access,all-agents,53,female
en.wikipedia,Ada_Lovelace,monthly,2020-01-01,all-access,all-agents,227551,female
en.wikipedia,Ada_Lovelace,monthly,2020-02-01,all-access,all-agents,137665,female
en.wikipedia,Ada_Lovelace,monthly,2020-03-01,all-access,all-agents,113728,female
en.wikipedia,Ada_Lovelace,monthly,2020-04-01,all-access,all-agents,98916,female
en.wikipedia,Ada_Lovelace,monthly,2020-05-01,all-access,all-agents,98260,female
en.wikipedia,Ada_Lovelace,monthly,2020-06-01,all-access,all-agents,84264,female
en.wikipedia,Ada_Lovelace,monthly,2020-07-01,all-access,all-agents,83058,female
en.wikipedia,Ada_Lovelace,monthly,2020-08-01,all-access,all-agents,88707,female
en.wikipedia,Ada_Lovelace,monthly,2020-09-01,all-access,all-agents,109689,female
en.wikipedia,Ada_Lovelace,monthly,2020-10-01,all-access,all-agents,127894,female
en.wikipedia,Ada_Lovelace,monthly,2020-11-01,all-access,all-agents,106014,female
en.wikipedia,Ada_Lovelace,monthly,2020-12-01,all-access,all-agents,112293,female
en.wikipedia,Ada_Lovelace,monthly,2021-01-01,all-access,all-agents,111922,female
en.wikipedia,Ada_Lovelace,monthly,2021-02-01,all-access,all-agents,113851,female
en.wikipedia,Ada_Lovelace,monthly,2021-03-01,all-access,all-agents,163132,female
en.wikipedia,Ada_Lovelace,monthly,2021-04-01,all-access,all-agents,117144,female
en.wikipedia,Ada_Lovelace,monthly,2021-05-01,all-access,all-agents,116285,female
en.wikipedia,Ada_Lovelace,monthly,2021-06-01,all-access,all-agents,91567,female
en.wikipedia,Ada_Lovelace,monthly,2021-07-01,all-access,all-agents,167651,female
en.wikipedia,Ada_Lovelace,monthly,2021-08-01,all-access,all-agents,103052,female
en.wikipedia,Ada_Lovelace,monthly,2021-09-01,all-access,all-agents,114493,female
en.wikipedia,Ada_Lovelace,monthly,2021-10-01,all-access,all-agents,134185,female
en.wikipedia,Ada_Lovelace,monthly,2021-11-01,all-access,all-agents,108131,female
en.wikipedia,Ada_Lovelace,monthly,2021-12-01,all-access,all-agents,93552,female
en.wikipedia,Ada_Lovelace,monthly,2022-01-01,all-access,all-agents,104372,female
en.wikipedia,Ada_Lovelace,monthly,2022-02-01,all-access,all-agents,157529,female
en.wikipedia,Ada_Lovelace,monthly,2022-03-01,all-access,all-agents,141092,female
en.wikipedia,Ada_Lovelace,monthly,2022-04-01,all-access,all-agents,93289,female
en.wikipedia,Ada_Lovelace,monthly,2022-05-01,all-access,all-agents,100156,female
en.wikipedia,Ada_Lovelace,monthly,2022-06-01,all-access,all-agents,88840,female
en.wikipedia,Ada_Lovelace,monthly,2022-07-01,all-access,all-agents,81853,female
en.wikipedia,Ada_Lovelace,monthly,2022-08-01,all-access,all-agents,99978,female
en.wikipedia,Ada_Lovelace,monthly,2022-09-01,all-access,all-agents,151826,female
en.wikipedia,Ada_Lovelace,monthly,2022-10-01,all-access,all-agents,173326,female
en.wikipedia,Ada_Lovelace,monthly,2022-11-01,all-access,all-agents,118595,female
en.wikipedia,Ada_Lovelace,monthly,2022-12-01,all-access,all-agents,109812,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2020-01-01,all-access,all-agents,110,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2020-02-01,all-access,all-agents,90,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2020-03-01,all-access,all-agents,104,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2020-04-01,all-access,all-agents,110,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2020-05-01,all-access,all-agents,99,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2020-06-01,all-access,all-agents,97,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2020-07-01,all-access,all-agents,76,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2020-08-01,all-access,all-agents,102,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2020-09-01,all-access,all-agents,126,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2020-10-01,all-access,all-agents,95,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2020-11-01,all-access,all-agents,79,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2020-12-01,all-access,all-agents,129,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2021-01-01,all-access,all-agents,102,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2021-02-01,all-access,all-agents,118,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2021-03-01,all-access,all-agents,147,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2021-04-01,all-access,all-agents,114,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2021-05-01,all-access,all-agents,127,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2021-06-01,all-access,all-agents,81,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2021-07-01,all-access,all-agents,138,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2021-08-01,all-access,all-agents,98,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2021-09-01,all-access,all-agents,96,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2021-10-01,all-access,all-agents,106,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2021-11-01,all-access,all-agents,100,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2021-12-01,all-access,all-agents,74,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2022-01-01,all-access,all-agents,84,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2022-02-01,all-access,all-agents,94,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2022-03-01,all-access,all-agents,117,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2022-04-01,all-access,all-agents,86,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2022-05-01,all-access,all-agents,72,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2022-06-01,all-access,all-agents,98,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2022-07-01,all-access,all-agents,90,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2022-08-01,all-access,all-agents,113,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2022-09-01,all-access,all-agents,78,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2022-10-01,all-access,all-agents,109,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2022-11-01,all-access,all-agents,100,female
en.wikipedia,Katharine_Murray_Lyell,monthly,2022-12-01,all-access,all-agents,107,female
en.wikipedia,Lilian_Martin-Leake,monthly,2020-01-01,all-access,all-agents,75,female
en.wikipedia,Lilian_Martin-Leake,monthly,2020-02-01,all-access,all-agents,26,female
en.wikipedia,Lilian_Martin-Leake,monthly,2020-03-01,all-access,all-agents,32,female
en.wikipedia,Lilian_Martin-Leake,monthly,2020-04-01,all-access,all-agents,70,female
en.wikipedia,Lilian_Martin-Leake,monthly,2020-05-01,all-access,all-agents,108,female
en.wikipedia,Lilian_Martin-Leake,monthly,2020-06-01,all-access,all-agents,33,female
en.wikipedia,Lilian_Martin-Leake,monthly,2020-07-01,all-access,all-agents,33,female
en.wikipedia,Lilian_Martin-Leake,monthly,2020-08-01,all-access,all-agents,37,female
en.wikipedia,Lilian_Martin-Leake,monthly,2020-09-01,all-access,all-agents,45,female
en.wikipedia,Lilian_Martin-Leake,monthly,2020-10-01,all-access,all-agents,45,female
en.wikipedia,Lilian_Martin-Leake,monthly,2020-11-01,all-access,all-agents,35,female
en.wikipedia,Lilian_Martin-Leake,monthly,2020-12-01,all-access,all-agents,30,female
en.wikipedia,Lilian_Martin-Leake,monthly,2021-01-01,all-access,all-agents,43,female
en.wikipedia,Lilian_Martin-Leake,monthly,2021-02-01,all-access,all-agents,26,female
en.wikipedia,Lilian_Martin-Leake,monthly,2021-03-01,all-access,all-agents,49,female
en.wikipedia,Lilian_Martin-Leake,monthly,2021-04-01,all-access,all-agents,37,female
en.wikipedia,Lilian_Martin-Leake,monthly,2021-05-01,all-access,all-agents,66,female
en.wikipedia,Lilian_Martin-Leake,monthly,2021-06-01,all-access,all-agents,66,female
en.wikipedia,Lilian_Martin-Leake,monthly,2021-07-01,all-access,all-agents,69,female
en.wikipedia,Lilian_Martin-Leake,monthly,2021-08-01,all-access,all-agents,34,female
en.wikipedia,Lilian_Martin-Leake,monthly,2021-09-01,all-access,all-agents,58,female
en.wikipedia,Lilian_Martin-Leake,monthly,2021-10-01,all-access,all-agents,45,female
en.wikipedia,Lilian_Martin-Leake,monthly,2021-11-01,all-access,all-agents,47,female
en.wikipedia,Lilian_Martin-Leake,monthly,2021-12-01,all-access,all-agents,26,female
en.wikipedia,Lilian_Martin-Leake,monthly,2022-01-01,all-access,all-agents,28,female
en.wikipedia,Lilian_Martin-Leake,monthly,2022-02-01,all-access,all-agents,51,female
en.wikipedia,Lilian_Martin-Leake,monthly,2022-03-01,all-access,all-agents,34,female
en.wikipedia,Lilian_Martin-Leake,monthly,2022-04-01,all-access,all-agents,37,female
en.wikipedia,Lilian_Martin-Leake,monthly,2022-05-01,all-access,all-agents,40,female
en.wikipedia,Lilian_Martin-Leake,monthly,2022-06-01,all-access,all-agents,41,female
en.wikipedia,Lilian_Martin-Leake,monthly,2022-07-01,all-access,all-agents,51,female
en.wikipedia,Lilian_Martin-Leake,monthly,2022-08-01,all-access,all-agents,32,female
en.wikipedia,Lilian_Martin-Leake,monthly,2022-09-01,all-access,all-agents,35,female
en.wikipedia,Lilian_Martin-Leake,monthly,2022-10-01,all-access,all-agents,38,female
en.wikipedia,Lilian_Martin-Leake,monthly,2022-11-01,all-access,all-agents,32,female
en.wikipedia,Lilian_Martin-Leake,monthly,2022-12-01,all-access,all-agents,30,female
en.wikipedia,Harriet_Martineau,monthly,2020-01-01,all-access,all-agents,9408,female
en.wikipedia,Harriet_Martineau,monthly,2020-02-01,all-access,all-agents,7647,female
en.wikipedia,Harriet_Martineau,monthly,2020-03-01,all-access,all-agents,5703,female
en.wikipedia,Harriet_Martineau,monthly,2020-04-01,all-access,all-agents,5672,female
en.wikipedia,Harriet_Martineau,monthly,2020-05-01,all-access,all-agents,5429,female
en.wikipedia,Harriet_Martineau,monthly,2020-06-01,all-access,all-agents,6241,female
en.wikipedia,Harriet_Martineau,monthly,2020-07-01,all-access,all-agents,4890,female
en.wikipedia,Harriet_Martineau,monthly,2020-08-01,all-access,all-agents,6402,female
en.wikipedia,Harriet_Martineau,monthly,2020-09-01,all-access,all-agents,11249,female
en.wikipedia,Harriet_Martineau,monthly,2020-10-01,all-access,all-agents,9409,female
en.wikipedia,Harriet_Martineau,monthly,2020-11-01,all-access,all-agents,6439,female
en.wikipedia,Harriet_Martineau,monthly,2020-12-01,all-access,all-agents,5885,female
en.wikipedia,Harriet_Martineau,monthly,2021-01-01,all-access,all-agents,8519,female
en.wikipedia,Harriet_Martineau,monthly,2021-02-01,all-access,all-agents,12716,female
en.wikipedia,Harriet_Martineau,monthly,2021-03-01,all-access,all-agents,7955,female
en.wikipedia,Harriet_Martineau,monthly,2021-04-01,all-access,all-agents,5744,female
en.wikipedia,Harriet_Martineau,monthly,2021-05-01,all-access,all-agents,6550,female
en.wikipedia,Harriet_Martineau,monthly,2021-06-01,all-access,all-agents,5188,female
en.wikipedia,Harriet_Martineau,monthly,2021-07-01,all-access,all-agents,4983,female
en.wikipedia,Harriet_Martineau,monthly,2021-08-01,all-access,all-agents,7987,female
en.wikipedia,Harriet_Martineau,monthly,2021-09-01,all-access,all-agents,9680,female
en.wikipedia,Harriet_Martineau,monthly,2021-10-01,all-access,all-agents,7879,female
en.wikipedia,Harriet_Martineau,monthly,2021-11-01,all-access,all-agents,6305,female
en.wikipedia,Harriet_Martineau,monthly,2021-12-01,all-access,all-agents,5018,female
en.wikipedia,Harriet_Martineau,monthly,2022-01-01,all-access,all-agents,7366,female
en.wikipedia,Harriet_Martineau,monthly,2022-02-01,all-access,all-agents,7323,female
en.wikipedia,Harriet_Martineau,monthly,2022-03-01,all-access,all-agents,6494,female
en.wikipedia,Harriet_Martineau,monthly,2022-04-01,all-access,all-agents,5557,female
en.wikipedia,Harriet_Martineau,monthly,2022-05-01,all-access,all-agents,5842,female
en.wikipedia,Harriet_Martineau,monthly,2022-06-01,all-access,all-agents,5057,female
en.wikipedia,Harriet_Martineau,monthly,2022-07-01,all-access,all-agents,4988,female
en.wikipedia,Harriet_Martineau,monthly,2022-08-01,all-access,all-agents,6660,female
en.wikipedia,Harriet_Martineau,monthly,2022-09-01,all-access,all-agents,9728,female
en.wikipedia,Harriet_Martineau,monthly,2022-10-01,all-access,all-agents,7462,female
en.wikipedia,Harriet_Martineau,monthly,2022-11-01,all-access,all-agents,6506,female
en.wikipedia,Harriet_Martineau,monthly,2022-12-01,all-access,all-agents,5314,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2020-01-01,all-access,all-agents,777,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2020-02-01,all-access,all-agents,980,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2020-03-01,all-access,all-agents,982,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2020-04-01,all-access,all-agents,1049,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2020-05-01,all-access,all-agents,973,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2020-06-01,all-access,all-agents,903,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2020-07-01,all-access,all-agents,835,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2020-08-01,all-access,all-agents,810,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2020-09-01,all-access,all-agents,931,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2020-10-01,all-access,all-agents,939,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2020-11-01,all-access,all-agents,1080,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2020-12-01,all-access,all-agents,1044,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2021-01-01,all-access,all-agents,1098,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2021-02-01,all-access,all-agents,747,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2021-03-01,all-access,all-agents,931,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2021-04-01,all-access,all-agents,1003,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2021-05-01,all-access,all-agents,910,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2021-06-01,all-access,all-agents,843,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2021-07-01,all-access,all-agents,1057,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2021-08-01,all-access,all-agents,1192,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2021-09-01,all-access,all-agents,1041,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2021-10-01,all-access,all-agents,1131,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2021-11-01,all-access,all-agents,1267,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2021-12-01,all-access,all-agents,1083,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2022-01-01,all-access,all-agents,1225,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2022-02-01,all-access,all-agents,1060,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2022-03-01,all-access,all-agents,1041,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2022-04-01,all-access,all-agents,1074,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2022-05-01,all-access,all-agents,1044,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2022-06-01,all-access,all-agents,1036,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2022-07-01,all-access,all-agents,1030,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2022-08-01,all-access,all-agents,1032,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2022-09-01,all-access,all-agents,923,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2022-10-01,all-access,all-agents,979,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2022-11-01,all-access,all-agents,1524,female
en.wikipedia,Katherine_Clerk_Maxwell,monthly,2022-12-01,all-access,all-agents,965,female
en.wikipedia,Frances_Micklethwait,monthly,2020-01-01,all-access,all-agents,158,female
en.wikipedia,Frances_Micklethwait,monthly,2020-02-01,all-access,all-agents,122,female
en.wikipedia,Frances_Micklethwait,monthly,2020-03-01,all-access,all-agents,168,female
en.wikipedia,Frances_Micklethwait,monthly,2020-04-01,all-access,all-agents,139,female
en.wikipedia,Frances_Micklethwait,monthly,2020-05-01,all-access,all-agents,130,female
en.wikipedia,Frances_Micklethwait,monthly,2020-06-01,all-access,all-agents,107,female
en.wikipedia,Frances_Micklethwait,monthly,2020-07-01,all-access,all-agents,123,female
en.wikipedia,Frances_Micklethwait,monthly,2020-08-01,all-access,all-agents,107,female
en.wikipedia,Frances_Micklethwait,monthly,2020-09-01,all-access,all-agents,139,female
en.wikipedia,Frances_Micklethwait,monthly,2020-10-01,all-access,all-agents,110,female
en.wikipedia,Frances_Micklethwait,monthly,2020-11-01,all-access,all-agents,134,female
en.wikipedia,Frances_Micklethwait,monthly,2020-12-01,all-access,all-agents,142,female
en.wikipedia,Frances_Micklethwait,monthly,2021-01-01,all-access,all-agents,123,female
en.wikipedia,Frances_Micklethwait,monthly,2021-02-01,all-access,all-agents,109,female
en.wikipedia,Frances_Micklethwait,monthly,2021-03-01,all-access,all-agents,112,female
en.wikipedia,Frances_Micklethwait,monthly,2021-04-01,all-access,all-agents,101,female
en.wikipedia,Frances_Micklethwait,monthly,2021-05-01,all-access,all-agents,102,female
en.wikipedia,Frances_Micklethwait,monthly,2021-06-01,all-access,all-agents,101,female
en.wikipedia,Frances_Micklethwait,monthly,2021-07-01,all-access,all-agents,102,female
en.wikipedia,Frances_Micklethwait,monthly,2021-08-01,all-access,all-agents,94,female
en.wikipedia,Frances_Micklethwait,monthly,2021-09-01,all-access,all-agents,78,female
en.wikipedia,Frances_Micklethwait,monthly,2021-10-01,all-access,all-agents,113,female
en.wikipedia,Frances_Micklethwait,monthly,2021-11-01,all-access,all-agents,97,female
en.wikipedia,Frances_Micklethwait,monthly,2021-12-01,all-access,all-agents,81,female
en.wikipedia,Frances_Micklethwait,monthly,2022-01-01,all-access,all-agents,113,female
en.wikipedia,Frances_Micklethwait,monthly,2022-02-01,all-access,all-agents,98,female
en.wikipedia,Frances_Micklethwait,monthly,2022-03-01,all-access,all-agents,101,female
en.wikipedia,Frances_Micklethwait,monthly,2022-04-01,all-access,all-agents,103,female
en.wikipedia,Frances_Micklethwait,monthly,2022-05-01,all-access,all-agents,121,female
en.wikipedia,Frances_Micklethwait,monthly,2022-06-01,all-access,all-agents,110,female
en.wikipedia,Frances_Micklethwait,monthly,2022-07-01,all-access,all-agents,117,female
en.wikipedia,Frances_Micklethwait,monthly,2022-08-01,all-access,all-agents,98,female
en.wikipedia,Frances_Micklethwait,monthly,2022-09-01,all-access,all-agents,137,female
en.wikipedia,Frances_Micklethwait,monthly,2022-10-01,all-access,all-agents,96,female
en.wikipedia,Frances_Micklethwait,monthly,2022-11-01,all-access,all-agents,528,female
en.wikipedia,Frances_Micklethwait,monthly,2022-12-01,all-access,all-agents,80,female
en.wikipedia,Rose_Monteiro,monthly,2020-04-01,all-access,all-agents,760,female
en.wikipedia,Rose_Monteiro,monthly,2020-05-01,all-access,all-agents,113,female
en.wikipedia,Rose_Monteiro,monthly,2020-06-01,all-access,all-agents,48,female
en.wikipedia,Rose_Monteiro,monthly,2020-07-01,all-access,all-agents,37,female
en.wikipedia,Rose_Monteiro,monthly,2020-08-01,all-access,all-agents,28,female
en.wikipedia,Rose_Monteiro,monthly,2020-09-01,all-access,all-agents,61,female
en.wikipedia,Rose_Monteiro,monthly,2020-10-01,all-access,all-agents,30,female
en.wikipedia,Rose_Monteiro,monthly,2020-11-01,all-access,all-agents,50,female
en.wikipedia,Rose_Monteiro,monthly,2020-12-01,all-access,all-agents,47,female
en.wikipedia,Rose_Monteiro,monthly,2021-01-01,all-access,all-agents,51,female
en.wikipedia,Rose_Monteiro,monthly,2021-02-01,all-access,all-agents,29,female
en.wikipedia,Rose_Monteiro,monthly,2021-03-01,all-access,all-agents,44,female
en.wikipedia,Rose_Monteiro,monthly,2021-04-01,all-access,all-agents,88,female
en.wikipedia,Rose_Monteiro,monthly,2021-05-01,all-access,all-agents,43,female
en.wikipedia,Rose_Monteiro,monthly,2021-06-01,all-access,all-agents,25,female
en.wikipedia,Rose_Monteiro,monthly,2021-07-01,all-access,all-agents,53,female
en.wikipedia,Rose_Monteiro,monthly,2021-08-01,all-access,all-agents,46,female
en.wikipedia,Rose_Monteiro,monthly,2021-09-01,all-access,all-agents,67,female
en.wikipedia,Rose_Monteiro,monthly,2021-10-01,all-access,all-agents,34,female
en.wikipedia,Rose_Monteiro,monthly,2021-11-01,all-access,all-agents,35,female
en.wikipedia,Rose_Monteiro,monthly,2021-12-01,all-access,all-agents,36,female
en.wikipedia,Rose_Monteiro,monthly,2022-01-01,all-access,all-agents,30,female
en.wikipedia,Rose_Monteiro,monthly,2022-02-01,all-access,all-agents,38,female
en.wikipedia,Rose_Monteiro,monthly,2022-03-01,all-access,all-agents,36,female
en.wikipedia,Rose_Monteiro,monthly,2022-04-01,all-access,all-agents,40,female
en.wikipedia,Rose_Monteiro,monthly,2022-05-01,all-access,all-agents,49,female
en.wikipedia,Rose_Monteiro,monthly,2022-06-01,all-access,all-agents,55,female
en.wikipedia,Rose_Monteiro,monthly,2022-07-01,all-access,all-agents,36,female
en.wikipedia,Rose_Monteiro,monthly,2022-08-01,all-access,all-agents,78,female
en.wikipedia,Rose_Monteiro,monthly,2022-09-01,all-access,all-agents,38,female
en.wikipedia,Rose_Monteiro,monthly,2022-10-01,all-access,all-agents,40,female
en.wikipedia,Rose_Monteiro,monthly,2022-11-01,all-access,all-agents,52,female
en.wikipedia,Rose_Monteiro,monthly,2022-12-01,all-access,all-agents,31,female
en.wikipedia,Mary_De_la_Beche_Nicholl,monthly,2020-04-01,all-access,all-agents,163,female
en.wikipedia,Mary_De_la_Beche_Nicholl,monthly,2020-05-01,all-access,all-agents,40,female
en.wikipedia,Mary_De_la_Beche_Nicholl,monthly,2020-06-01,all-access,all-agents,98,female
en.wikipedia,Mary_De_la_Beche_Nicholl,monthly,2020-07-01,all-access,all-agents,36,female
en.wikipedia,Mary_De_la_Beche_Nicholl,monthly,2020-08-01,all-access,all-agents,105,female
en.wikipedia,Mary_De_la_Beche_Nicholl,monthly,2020-09-01,all-access,all-agents,116,female
en.wikipedia,Mary_De_la_Beche_Nicholl,monthly,2020-10-01,all-access,all-agents,73,female
en.wikipedia,Mary_De_la_Beche_Nicholl,monthly,2020-11-01,all-access,all-agents,80,female
en.wikipedia,Mary_De_la_Beche_Nicholl,monthly,2020-12-01,all-access,all-agents,73,female
en.wikipedia,Mary_De_la_Beche_Nicholl,monthly,2021-01-01,all-access,all-agents,83,female
en.wikipedia,Mary_De_la_Beche_Nicholl,monthly,2021-02-01,all-access,all-agents,62,female
en.wikipedia,Mary_De_la_Beche_Nicholl,monthly,2021-03-01,all-access,all-agents,157,female
en.wikipedia,Mary_De_la_Beche_Nicholl,monthly,2021-04-01,all-access,all-agents,112,female
en.wikipedia,Mary_De_la_Beche_Nicholl,monthly,2021-05-01,all-access,all-agents,105,female
en.wikipedia,Mary_De_la_Beche_Nicholl,monthly,2021-06-01,all-access,all-agents,129,female
