project,article,granularity,timestamp,access,agent,views
en.wikipedia,Lettice_Digby_(scientist),monthly,2021-03-01,all-access,all-agents,58
en.wikipedia,Lettice_Digby_(scientist),monthly,2021-04-01,all-access,all-agents,78
en.wikipedia,Lettice_Digby_(scientist),monthly,2021-05-01,all-access,all-agents,78
en.wikipedia,Lettice_Digby_(scientist),monthly,2021-06-01,all-access,all-agents,79
en.wikipedia,Lettice_Digby_(scientist),monthly,2021-07-01,all-access,all-agents,76
en.wikipedia,Lettice_Digby_(scientist),monthly,2021-08-01,all-access,all-agents,81
en.wikipedia,Lettice_Digby_(scientist),monthly,2021-09-01,all-access,all-agents,71
en.wikipedia,Lettice_Digby_(scientist),monthly,2021-10-01,all-access,all-agents,54
en.wikipedia,Lettice_Digby_(scientist),monthly,2021-11-01,all-access,all-agents,83
en.wikipedia,Lettice_Digby_(scientist),monthly,2021-12-01,all-access,all-agents,60
en.wikipedia,Lettice_Digby_(scientist),monthly,2022-01-01,all-access,all-agents,61
en.wikipedia,Lettice_Digby_(scientist),monthly,2022-02-01,all-access,all-agents,62
en.wikipedia,Lettice_Digby_(scientist),monthly,2022-03-01,all-access,all-agents,74
en.wikipedia,Lettice_Digby_(scientist),monthly,2022-04-01,all-access,all-agents,71
en.wikipedia,Lettice_Digby_(scientist),monthly,2022-05-01,all-access,all-agents,64
en.wikipedia,Lettice_Digby_(scientist),monthly,2022-06-01,all-access,all-agents,61
en.wikipedia,Lettice_Digby_(scientist),monthly,2022-07-01,all-access,all-agents,44
en.wikipedia,Lettice_Digby_(scientist),monthly,2022-08-01,all-access,all-agents,40
en.wikipedia,Lettice_Digby_(scientist),monthly,2022-09-01,all-access,all-agents,52
en.wikipedia,Lettice_Digby_(scientist),monthly,2022-10-01,all-access,all-agents,53
en.wikipedia,Lettice_Digby_(scientist),monthly,2022-11-01,all-access,all-agents,58
en.wikipedia,Lettice_Digby_(scientist),monthly,2022-12-01,all-access,all-agents,34
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2020-01-01,all-access,all-agents,161
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2020-02-01,all-access,all-agents,165
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2020-03-01,all-access,all-agents,176
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2020-04-01,all-access,all-agents,251
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2020-05-01,all-access,all-agents,198
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2020-06-01,all-access,all-agents,218
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2020-07-01,all-access,all-agents,292
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2020-08-01,all-access,all-agents,172
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2020-09-01,all-access,all-agents,216
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2020-10-01,all-access,all-agents,162
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2020-11-01,all-access,all-agents,221
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2020-12-01,all-access,all-agents,161
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2021-01-01,all-access,all-agents,192
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2021-02-01,all-access,all-agents,355
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2021-03-01,all-access,all-agents,347
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2021-04-01,all-access,all-agents,189
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2021-05-01,all-access,all-agents,189
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2021-06-01,all-access,all-agents,211
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2021-07-01,all-access,all-agents,205
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2021-08-01,all-access,all-agents,179
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2021-09-01,all-access,all-agents,178
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2021-10-01,all-access,all-agents,193
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2021-11-01,all-access,all-agents,156
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2021-12-01,all-access,all-agents,161
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2022-01-01,all-access,all-agents,232
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2022-02-01,all-access,all-agents,222
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2022-03-01,all-access,all-agents,207
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2022-04-01,all-access,all-agents,179
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2022-05-01,all-access,all-agents,196
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2022-06-01,all-access,all-agents,169
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2022-07-01,all-access,all-agents,150
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2022-08-01,all-access,all-agents,180
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2022-09-01,all-access,all-agents,217
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2022-10-01,all-access,all-agents,263
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2022-11-01,all-access,all-agents,143
en.wikipedia,Thereza_Dillwyn_Llewelyn,monthly,2022-12-01,all-access,all-agents,169
en.wikipedia,Margaret_Douie_Dougal,monthly,2020-01-01,all-access,all-agents,53
en.wikipedia,Margaret_Douie_Dougal,monthly,2020-02-01,all-access,all-agents,51
en.wikipedia,Margaret_Douie_Dougal,monthly,2020-03-01,all-access,all-agents,55
en.wikipedia,Margaret_Douie_Dougal,monthly,2020-04-01,all-access,all-agents,60
en.wikipedia,Margaret_Douie_Dougal,monthly,2020-05-01,all-access,all-agents,46
en.wikipedia,Margaret_Douie_Dougal,monthly,2020-06-01,all-access,all-agents,47
en.wikipedia,Margaret_Douie_Dougal,monthly,2020-07-01,all-access,all-agents,36
en.wikipedia,Margaret_Douie_Dougal,monthly,2020-08-01,all-access,all-agents,39
en.wikipedia,Margaret_Douie_Dougal,monthly,2020-09-01,all-access,all-agents,63
en.wikipedia,Margaret_Douie_Dougal,monthly,2020-10-01,all-access,all-agents,51
en.wikipedia,Margaret_Douie_Dougal,monthly,2020-11-01,all-access,all-agents,42
en.wikipedia,Margaret_Douie_Dougal,monthly,2020-12-01,all-access,all-agents,46
en.wikipedia,Margaret_Douie_Dougal,monthly,2021-01-01,all-access,all-agents,56
en.wikipedia,Margaret_Douie_Dougal,monthly,2021-02-01,all-access,all-agents,38
en.wikipedia,Margaret_Douie_Dougal,monthly,2021-03-01,all-access,all-agents,41
en.wikipedia,Margaret_Douie_Dougal,monthly,2021-04-01,all-access,all-agents,68
en.wikipedia,Margaret_Douie_Dougal,monthly,2021-05-01,all-access,all-agents,100
en.wikipedia,Margaret_Douie_Dougal,monthly,2021-06-01,all-access,all-agents,41
en.wikipedia,Margaret_Douie_Dougal,monthly,2021-07-01,all-access,all-agents,54
en.wikipedia,Margaret_Douie_Dougal,monthly,2021-08-01,all-access,all-agents,40
en.wikipedia,Margaret_Douie_Dougal,monthly,2021-09-01,all-access,all-agents,42
en.wikipedia,Margaret_Douie_Dougal,monthly,2021-10-01,all-access,all-agents,37
en.wikipedia,Margaret_Douie_Dougal,monthly,2021-11-01,all-access,all-agents,39
en.wikipedia,Margaret_Douie_Dougal,monthly,2021-12-01,all-access,all-agents,45
en.wikipedia,Margaret_Douie_Dougal,monthly,2022-01-01,all-access,all-agents,37
en.wikipedia,Margaret_Douie_Dougal,monthly,2022-02-01,all-access,all-agents,36
en.wikipedia,Margaret_Douie_Dougal,monthly,2022-03-01,all-access,all-agents,43
en.wikipedia,Margaret_Douie_Dougal,monthly,2022-04-01,all-access,all-agents,52
en.wikipedia,Margaret_Douie_Dougal,monthly,2022-05-01,all-access,all-agents,32
en.wikipedia,Margaret_Douie_Dougal,monthly,2022-06-01,all-access,all-agents,43
en.wikipedia,Margaret_Douie_Dougal,monthly,2022-07-01,all-access,all-agents,32
en.wikipedia,Margaret_Douie_Dougal,monthly,2022-08-01,all-access,all-agents,53
en.wikipedia,Margaret_Douie_Dougal,monthly,2022-09-01,all-access,all-agents,42
en.wikipedia,Margaret_Douie_Dougal,monthly,2022-10-01,all-access,all-agents,38
en.wikipedia,Margaret_Douie_Dougal,monthly,2022-11-01,all-access,all-agents,54
en.wikipedia,Margaret_Douie_Dougal,monthly,2022-12-01,all-access,all-agents,22
en.wikipedia,Sarah_Drake,monthly,2020-01-01,all-access,all-agents,183
en.wikipedia,Sarah_Drake,monthly,2020-02-01,all-access,all-agents,141
en.wikipedia,Sarah_Drake,monthly,2020-03-01,all-access,all-agents,137
en.wikipedia,Sarah_Drake,monthly,2020-04-01,all-access,all-agents,200
en.wikipedia,Sarah_Drake,monthly,2020-05-01,all-access,all-agents,166
en.wikipedia,Sarah_Drake,monthly,2020-06-01,all-access,all-agents,187
en.wikipedia,Sarah_Drake,monthly,2020-07-01,all-access,all-agents,193
en.wikipedia,Sarah_Drake,monthly,2020-08-01,all-access,all-agents,182
en.wikipedia,Sarah_Drake,monthly,2020-09-01,all-access,all-agents,291
en.wikipedia,Sarah_Drake,monthly,2020-10-01,all-access,all-agents,153
en.wikipedia,Sarah_Drake,monthly,2020-11-01,all-access,all-agents,173
en.wikipedia,Sarah_Drake,monthly,2020-12-01,all-access,all-agents,219
en.wikipedia,Sarah_Drake,monthly,2021-01-01,all-access,all-agents,180
en.wikipedia,Sarah_Drake,monthly,2021-02-01,all-access,all-agents,188
en.wikipedia,Sarah_Drake,monthly,2021-03-01,all-access,all-agents,183
en.wikipedia,Sarah_Drake,monthly,2021-04-01,all-access,all-agents,260
en.wikipedia,Sarah_Drake,monthly,2021-05-01,all-access,all-agents,221
en.wikipedia,Sarah_Drake,monthly,2021-06-01,all-access,all-agents,167
en.wikipedia,Sarah_Drake,monthly,2021-07-01,all-access,all-agents,144
en.wikipedia,Sarah_Drake,monthly,2021-08-01,all-access,all-agents,152
en.wikipedia,Sarah_Drake,monthly,2021-09-01,all-access,all-agents,147
en.wikipedia,Sarah_Drake,monthly,2021-10-01,all-access,all-agents,148
en.wikipedia,Sarah_Drake,monthly,2021-11-01,all-access,all-agents,140
en.wikipedia,Sarah_Drake,monthly,2021-12-01,all-access,all-agents,121
en.wikipedia,Sarah_Drake,monthly,2022-01-01,all-access,all-agents,210
en.wikipedia,Sarah_Drake,monthly,2022-02-01,all-access,all-agents,234
en.wikipedia,Sarah_Drake,monthly,2022-03-01,all-access,all-agents,208
en.wikipedia,Sarah_Drake,monthly,2022-04-01,all-access,all-agents,199
en.wikipedia,Sarah_Drake,monthly,2022-05-01,all-access,all-agents,231
en.wikipedia,Sarah_Drake,monthly,2022-06-01,all-access,all-agents,179
en.wikipedia,Sarah_Drake,monthly,2022-07-01,all-access,all-agents,323
en.wikipedia,Sarah_Drake,monthly,2022-08-01,all-access,all-agents,244
en.wikipedia,Sarah_Drake,monthly,2022-09-01,all-access,all-agents,212
en.wikipedia,Sarah_Drake,monthly,2022-10-01,all-access,all-agents,244
en.wikipedia,Sarah_Drake,monthly,2022-11-01,all-access,all-agents,300
en.wikipedia,Sarah_Drake,monthly,2022-12-01,all-access,all-agents,166
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-01-01,all-access,all-agents,1638
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-02-01,all-access,all-agents,248
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-03-01,all-access,all-agents,191
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-04-01,all-access,all-agents,194
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-05-01,all-access,all-agents,267
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-06-01,all-access,all-agents,348
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-07-01,all-access,all-agents,196
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-08-01,all-access,all-agents,240
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-09-01,all-access,all-agents,179
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-10-01,all-access,all-agents,188
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-11-01,all-access,all-agents,149
en.wikipedia,Mary_Edwards_(human_computer),monthly,2020-12-01,all-access,all-agents,194
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-01-01,all-access,all-agents,238
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-02-01,all-access,all-agents,207
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-03-01,all-access,all-agents,272
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-04-01,all-access,all-agents,184
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-05-01,all-access,all-agents,211
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-06-01,all-access,all-agents,168
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-07-01,all-access,all-agents,151
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-08-01,all-access,all-agents,141
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-09-01,all-access,all-agents,142
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-10-01,all-access,all-agents,151
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-11-01,all-access,all-agents,152
en.wikipedia,Mary_Edwards_(human_computer),monthly,2021-12-01,all-access,all-agents,155
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-01-01,all-access,all-agents,145
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-02-01,all-access,all-agents,233
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-03-01,all-access,all-agents,281
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-04-01,all-access,all-agents,194
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-05-01,all-access,all-agents,246
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-06-01,all-access,all-agents,195
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-07-01,all-access,all-agents,175
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-08-01,all-access,all-agents,189
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-09-01,all-access,all-agents,179
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-10-01,all-access,all-agents,189
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-11-01,all-access,all-agents,163
en.wikipedia,Mary_Edwards_(human_computer),monthly,2022-12-01,all-access,all-agents,164
en.wikipedia,Marian_Farquharson,monthly,2020-01-01,all-access,all-agents,163
en.wikipedia,Marian_Farquharson,monthly,2020-02-01,all-access,all-agents,110
en.wikipedia,Marian_Farquharson,monthly,2020-03-01,all-access,all-agents,111
en.wikipedia,Marian_Farquharson,monthly,2020-04-01,all-access,all-agents,187
en.wikipedia,Marian_Farquharson,monthly,2020-05-01,all-access,all-agents,133
en.wikipedia,Marian_Farquharson,monthly,2020-06-01,all-access,all-agents,117
en.wikipedia,Marian_Farquharson,monthly,2020-07-01,all-access,all-agents,102
en.wikipedia,Marian_Farquharson,monthly,2020-08-01,all-access,all-agents,88
en.wikipedia,Marian_Farquharson,monthly,2020-09-01,all-access,all-agents,136
en.wikipedia,Marian_Farquharson,monthly,2020-10-01,all-access,all-agents,101
en.wikipedia,Marian_Farquharson,monthly,2020-11-01,all-access,all-agents,137
en.wikipedia,Marian_Farquharson,monthly,2020-12-01,all-access,all-agents,121
en.wikipedia,Marian_Farquharson,monthly,2021-01-01,all-access,all-agents,101
en.wikipedia,Marian_Farquharson,monthly,2021-02-01,all-access,all-agents,109
en.wikipedia,Marian_Farquharson,monthly,2021-03-01,all-access,all-agents,119
en.wikipedia,Marian_Farquharson,monthly,2021-04-01,all-access,all-agents,113
en.wikipedia,Marian_Farquharson,monthly,2021-05-01,all-access,all-agents,103
en.wikipedia,Marian_Farquharson,monthly,2021-06-01,all-access,all-agents,98
en.wikipedia,Marian_Farquharson,monthly,2021-07-01,all-access,all-agents,141
en.wikipedia,Marian_Farquharson,monthly,2021-08-01,all-access,all-agents,100
en.wikipedia,Marian_Farquharson,monthly,2021-09-01,all-access,all-agents,107
en.wikipedia,Marian_Farquharson,monthly,2021-10-01,all-access,all-agents,110
en.wikipedia,Marian_Farquharson,monthly,2021-11-01,all-access,all-agents,129
en.wikipedia,Marian_Farquharson,monthly,2021-12-01,all-access,all-agents,125
en.wikipedia,Marian_Farquharson,monthly,2022-01-01,all-access,all-agents,118
en.wikipedia,Marian_Farquharson,monthly,2022-02-01,all-access,all-agents,113
en.wikipedia,Marian_Farquharson,monthly,2022-03-01,all-access,all-agents,144
en.wikipedia,Marian_Farquharson,monthly,2022-04-01,all-access,all-agents,133
en.wikipedia,Marian_Farquharson,monthly,2022-05-01,all-access,all-agents,133
en.wikipedia,Marian_Farquharson,monthly,2022-06-01,all-access,all-agents,128
en.wikipedia,Marian_Farquharson,monthly,2022-07-01,all-access,all-agents,123
en.wikipedia,Marian_Farquharson,monthly,2022-08-01,all-access,all-agents,151
en.wikipedia,Marian_Farquharson,monthly,2022-09-01,all-access,all-agents,129
en.wikipedia,Marian_Farquharson,monthly,2022-10-01,all-access,all-agents,123
en.wikipedia,Marian_Farquharson,monthly,2022-11-01,all-access,all-agents,129
en.wikipedia,Marian_Farquharson,monthly,2022-12-01,all-access,all-agents,108
en.wikipedia,Emily_Fortey,monthly,2020-01-01,all-access,all-agents,72
en.wikipedia,Emily_Fortey,monthly,2020-02-01,all-access,all-agents,53
en.wikipedia,Emily_Fortey,monthly,2020-03-01,all-access,all-agents,53
en.wikipedia,Emily_Fortey,monthly,2020-04-01,all-access,all-agents,89
en.wikipedia,Emily_Fortey,monthly,2020-05-01,all-access,all-agents,72
en.wikipedia,Emily_Fortey,monthly,2020-06-01,all-access,all-agents,43
en.wikipedia,Emily_Fortey,monthly,2020-07-01,all-access,all-agents,54
en.wikipedia,Emily_Fortey,monthly,2020-08-01,all-access,all-agents,34
en.wikipedia,Emily_Fortey,monthly,2020-09-01,all-access,all-agents,63
en.wikipedia,Emily_Fortey,monthly,2020-10-01,all-access,all-agents,47
en.wikipedia,Emily_Fortey,monthly,2020-11-01,all-access,all-agents,69
en.wikipedia,Emily_Fortey,monthly,2020-12-01,all-access,all-agents,72
en.wikipedia,Emily_Fortey,monthly,2021-01-01,all-access,all-agents,63
en.wikipedia,Emily_Fortey,monthly,2021-02-01,all-access,all-agents,44
en.wikipedia,Emily_Fortey,monthly,2021-03-01,all-access,all-agents,53
en.wikipedia,Emily_Fortey,monthly,2021-04-01,all-access,all-agents,43
en.wikipedia,Emily_Fortey,monthly,2021-05-01,all-access,all-agents,55
en.wikipedia,Emily_Fortey,monthly,2021-06-01,all-access,all-agents,56
en.wikipedia,Emily_Fortey,monthly,2021-07-01,all-access,all-agents,42
en.wikipedia,Emily_Fortey,monthly,2021-08-01,all-access,all-agents,55
en.wikipedia,Emily_Fortey,monthly,2021-09-01,all-access,all-agents,55
en.wikipedia,Emily_Fortey,monthly,2021-10-01,all-access,all-agents,48
en.wikipedia,Emily_Fortey,monthly,2021-11-01,all-access,all-agents,58
en.wikipedia,Emily_Fortey,monthly,2021-12-01,all-access,all-agents,55
en.wikipedia,Emily_Fortey,monthly,2022-01-01,all-access,all-agents,61
en.wikipedia,Emily_Fortey,monthly,2022-02-01,all-access,all-agents,81
en.wikipedia,Emily_Fortey,monthly,2022-03-01,all-access,all-agents,67
en.wikipedia,Emily_Fortey,monthly,2022-04-01,all-access,all-agents,52
en.wikipedia,Emily_Fortey,monthly,2022-05-01,all-access,all-agents,56
en.wikipedia,Emily_Fortey,monthly,2022-06-01,all-access,all-agents,47
en.wikipedia,Emily_Fortey,monthly,2022-07-01,all-access,all-agents,51
en.wikipedia,Emily_Fortey,monthly,2022-08-01,all-access,all-agents,72
en.wikipedia,Emily_Fortey,monthly,2022-09-01,all-access,all-agents,44
en.wikipedia,Emily_Fortey,monthly,2022-10-01,all-access,all-agents,42
en.wikipedia,Emily_Fortey,monthly,2022-11-01,all-access,all-agents,53
en.wikipedia,Emily_Fortey,monthly,2022-12-01,all-access,all-agents,33
en.wikipedia,Ida_Freund,monthly,2020-01-01,all-access,all-agents,480
en.wikipedia,Ida_Freund,monthly,2020-02-01,all-access,all-agents,471
en.wikipedia,Ida_Freund,monthly,2020-03-01,all-access,all-agents,353
en.wikipedia,Ida_Freund,monthly,2020-04-01,all-access,all-agents,426
en.wikipedia,Ida_Freund,monthly,2020-05-01,all-access,all-agents,2668
en.wikipedia,Ida_Freund,monthly,2020-06-01,all-access,all-agents,304
en.wikipedia,Ida_Freund,monthly,2020-07-01,all-access,all-agents,243
en.wikipedia,Ida_Freund,monthly,2020-08-01,all-access,all-agents,210
en.wikipedia,Ida_Freund,monthly,2020-09-01,all-access,all-agents,283
en.wikipedia,Ida_Freund,monthly,2020-10-01,all-access,all-agents,232
en.wikipedia,Ida_Freund,monthly,2020-11-01,all-access,all-agents,273
en.wikipedia,Ida_Freund,monthly,2020-12-01,all-access,all-agents,281
en.wikipedia,Ida_Freund,monthly,2021-01-01,all-access,all-agents,287
en.wikipedia,Ida_Freund,monthly,2021-02-01,all-access,all-agents,301
en.wikipedia,Ida_Freund,monthly,2021-03-01,all-access,all-agents,560
en.wikipedia,Ida_Freund,monthly,2021-04-01,all-access,all-agents,713
en.wikipedia,Ida_Freund,monthly,2021-05-01,all-access,all-agents,691
en.wikipedia,Ida_Freund,monthly,2021-06-01,all-access,all-agents,487
en.wikipedia,Ida_Freund,monthly,2021-07-01,all-access,all-agents,467
en.wikipedia,Ida_Freund,monthly,2021-08-01,all-access,all-agents,540
en.wikipedia,Ida_Freund,monthly,2021-09-01,all-access,all-agents,436
en.wikipedia,Ida_Freund,monthly,2021-10-01,all-access,all-agents,517
en.wikipedia,Ida_Freund,monthly,2021-11-01,all-access,all-agents,399
en.wikipedia,Ida_Freund,monthly,2021-12-01,all-access,all-agents,625
en.wikipedia,Ida_Freund,monthly,2022-01-01,all-access,all-agents,535
en.wikipedia,Ida_Freund,monthly,2022-02-01,all-access,all-agents,457
en.wikipedia,Ida_Freund,monthly,2022-03-01,all-access,all-agents,547
en.wikipedia,Ida_Freund,monthly,2022-04-01,all-access,all-agents,572
en.wikipedia,Ida_Freund,monthly,2022-05-01,all-access,all-agents,534
en.wikipedia,Ida_Freund,monthly,2022-06-01,all-access,all-agents,414
en.wikipedia,Ida_Freund,monthly,2022-07-01,all-access,all-agents,350
en.wikipedia,Ida_Freund,monthly,2022-08-01,all-access,all-agents,356
en.wikipedia,Ida_Freund,monthly,2022-09-01,all-access,all-agents,404
en.wikipedia,Ida_Freund,monthly,2022-10-01,all-access,all-agents,514
en.wikipedia,Ida_Freund,monthly,2022-11-01,all-access,all-agents,515
en.wikipedia,Ida_Freund,monthly,2022-12-01,all-access,all-agents,361
en.wikipedia,Catherine_Gage,monthly,2020-01-01,all-access,all-agents,123
en.wikipedia,Catherine_Gage,monthly,2020-02-01,all-access,all-agents,96
en.wikipedia,Catherine_Gage,monthly,2020-03-01,all-access,all-agents,108
en.wikipedia,Catherine_Gage,monthly,2020-04-01,all-access,all-agents,102
en.wikipedia,Catherine_Gage,monthly,2020-05-01,all-access,all-agents,88
en.wikipedia,Catherine_Gage,monthly,2020-06-01,all-access,all-agents,90
en.wikipedia,Catherine_Gage,monthly,2020-07-01,all-access,all-agents,79
en.wikipedia,Catherine_Gage,monthly,2020-08-01,all-access,all-agents,86
en.wikipedia,Catherine_Gage,monthly,2020-09-01,all-access,all-agents,84
en.wikipedia,Catherine_Gage,monthly,2020-10-01,all-access,all-agents,81
en.wikipedia,Catherine_Gage,monthly,2020-11-01,all-access,all-agents,98
en.wikipedia,Catherine_Gage,monthly,2020-12-01,all-access,all-agents,110
en.wikipedia,Catherine_Gage,monthly,2021-01-01,all-access,all-agents,99
en.wikipedia,Catherine_Gage,monthly,2021-02-01,all-access,all-agents,70
en.wikipedia,Catherine_Gage,monthly,2021-03-01,all-access,all-agents,104
en.wikipedia,Catherine_Gage,monthly,2021-04-01,all-access,all-agents,88
en.wikipedia,Catherine_Gage,monthly,2021-05-01,all-access,all-agents,119
en.wikipedia,Catherine_Gage,monthly,2021-06-01,all-access,all-agents,87
en.wikipedia,Catherine_Gage,monthly,2021-07-01,all-access,all-agents,120
en.wikipedia,Catherine_Gage,monthly,2021-08-01,all-access,all-agents,89
en.wikipedia,Catherine_Gage,monthly,2021-09-01,all-access,all-agents,115
en.wikipedia,Catherine_Gage,monthly,2021-10-01,all-access,all-agents,90
en.wikipedia,Catherine_Gage,monthly,2021-11-01,all-access,all-agents,88
en.wikipedia,Catherine_Gage,monthly,2021-12-01,all-access,all-agents,54
en.wikipedia,Catherine_Gage,monthly,2022-01-01,all-access,all-agents,78
en.wikipedia,Catherine_Gage,monthly,2022-02-01,all-access,all-agents,91
en.wikipedia,Catherine_Gage,monthly,2022-03-01,all-access,all-agents,81
en.wikipedia,Catherine_Gage,monthly,2022-04-01,all-access,all-agents,132
en.wikipedia,Catherine_Gage,monthly,2022-05-01,all-access,all-agents,104
en.wikipedia,Catherine_Gage,monthly,2022-06-01,all-access,all-agents,80
en.wikipedia,Catherine_Gage,monthly,2022-07-01,all-access,all-agents,72
en.wikipedia,Catherine_Gage,monthly,2022-08-01,all-access,all-agents,105
en.wikipedia,Catherine_Gage,monthly,2022-09-01,all-access,all-agents,85
en.wikipedia,Catherine_Gage,monthly,2022-10-01,all-access,all-agents,113
en.wikipedia,Catherine_Gage,monthly,2022-11-01,all-access,all-agents,184
en.wikipedia,Catherine_Gage,monthly,2022-12-01,all-access,all-agents,147
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-01-01,all-access,all-agents,108
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-02-01,all-access,all-agents,58
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-03-01,all-access,all-agents,57
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-04-01,all-access,all-agents,60
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-05-01,all-access,all-agents,61
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-06-01,all-access,all-agents,46
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-07-01,all-access,all-agents,50
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-08-01,all-access,all-agents,51
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-09-01,all-access,all-agents,78
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-10-01,all-access,all-agents,59
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-11-01,all-access,all-agents,67
en.wikipedia,Ethel_Sarel_Gepp,monthly,2020-12-01,all-access,all-agents,58
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-01-01,all-access,all-agents,51
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-02-01,all-access,all-agents,54
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-03-01,all-access,all-agents,63
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-04-01,all-access,all-agents,60
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-05-01,all-access,all-agents,71
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-06-01,all-access,all-agents,51
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-07-01,all-access,all-agents,69
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-08-01,all-access,all-agents,60
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-09-01,all-access,all-agents,69
en.wikipedia,Ethel_Sarel_Gepp,monthly,2021-10-01,all-access,all-agents,65
